Applicant Name,Date Screened by Fiber Consultant ,State,Applicant Type,Address ,FCC Form 470 Number,Lit/Dark/Self,Estimated Special construction ,Odds,Num,Overview,Interactions with USAC 
RED BANK SCHOOL DISTRICT,4/6/17,NJ,School District,"76 BRANCH AVERED BANK, MONMOUTH, NJ 07701-2202",170074915,"Self Provisioning, Transport Only-No ISP Service Included  (1-25G), Leased Lit Fiber (1-25G), Leased Dark Fiber ","$150,000.00",Likely,5,5 Location WAN ,4/6-Confirmed Receipt 
POINT PLEASANT BORO SCH DIST,4/12/17,NJ,School District,"2100 PANTHER PATHPOINT PLEASANT, OCEAN, NJ 08742-377",170081536,"Leased Dark Fiber, Leased Lit Fiber (10-25G)","$150,000.00",Likely,5,5 location WAN ,4/12-confirmed receipt 
POINT PLEASANT BORO SCH DIST,4/6/17,NJ,School District,"2100 PANTHER PATHPOINT PLEASANT, OCEAN, NJ 08742-3770",170077713,Fiber Maintenance and Operations,$0.00,Likely,6,6 location WAN ,4/6 confirmed receipt 
STAFFORD TOWNSHIP SCHOOL DIST,4/6/17,NJ,School District,"250 NORTH MAIN STREETMANAHAWKIN, OCEAN, NJ 08050",170078418,Fiber Maintenance and Operations,$0.00,Likely,6,6 location WAN ,4/6 confirmed receipt 
TENAFLY SCHOOL DISTRICT,4/1/17,NJ,School District,"500 TENAFLY RDTENAFLY, BERGEN, NJ 07670-1795",170077535,Fiber Maintenance and Operations ,$0.00,Likely,7,7 Location WAN ,4/1 confirmed receipt 
CENTRAL CONS SCHOOL DIST 22,3/16/17,NM,School District,"SHIPROCK, SAN JUAN, NM 87420",170072410,"Self Provisioning, Leased Dark Fiber, Leased Lit Fiber (100 mbps-5G), Transport Only-No ISP Service Included (100 mbps-5G), Category1 Network Equiment, Fiber Maintenance and Operations ","$1,500,000.00",Likely,18,18 location WAN,3/16 - recommended inclusion of definition of Transport Only- No ISP Service Included in RFP.
BLOOMFIELD SCHOOL DISTRICT,4/10/17,NM,School District,"325 N BERGIN LNBLOOMFIELD, SAN JUAN, NM 87413-6729",170080234,"Self Provisioning, Leased Dark Fiber, Leased Lit Fiber (100 mbps-10G), Transport Only-No ISP Service Included  (100 mbps-10G)","$200,000.00",Likely,2,2 location bid ,4/7 confirmed receipt; did not bid nor inlcude Transport Only-No ISP Service Included definition. 4/10 refiled with correct options
HATCH VALLEY PUBLIC SCHOOLS,3/29/17,NM,School District,"401 N MAIN STHATCH, DONA ANA, NM 87937",170076221,"Self Provisioning, Leased Dark Fiber, Leased Lit Fiber  (500 mbps-1G), Transport Only-No ISP Service Included  (500 mbps-1G), ","$200,000.00",Likely,2,2 location WAN ,3/29 confirmed receipt.  No clear definition of Transport Only-No ISP Service Included in RFP
CLOUDCROFT MUN SCHOOL DIST,3/29/17,NM,School District,"10 SWALLOW PLACECLOUDCROFT, OTERO, NM 88317",170075417,"Self Provisioning, Leased Dark Fiber, Leased Lit Fiber (10-25G), Transport Only-No ISP Service Included (10-25G), Category1 Network Equipment ","$200,000.00",Likely ,3,3 location WAN ,3/29 confirmed receipt.  No clear definition of Transport Only-No ISP Service Included in RFP
SILVER CONSOLIDATED SCH DIST 1,3/23/17,NM,School District,"2810 N SWAN STSILVER CITY, GRANT, NM 88061-5853",170074017,"Self Provisioning, Leased Dark Fiber, Leased Lit Fiber (500 mbps-25G), Transport Only-No ISP Service Included (500 mbps-25G), Category1 Network Equiment","$250,000.00",Likely,5,5 location WAN,3/16 - recommended inclusion of definition of Transport Only- No ISP Service Included in RFP. 3/23 refile still did not include defintion 
LAS VEGAS WEST SCHOOL DISTRICT,4/6/17,NM,School District,"179 BRIDGE STLAS VEGAS, SAN MIGUEL, NM 87701-3426",170079268,"Self Provisioning, Leased Dark Fiber, Leased Lit fiber (500 mbps-10G)","$1,200,000.00",Likely,5,5 location WAN ,4/6-confirmed receipt; requires refiling with Transport Only-No ISP Service Included 
DULCE SCHOOL DISTRICT,4/10/17,NM,School District,"1 HAWK DRIVEDULCE, RIO ARRIBA, NM 87528",170080650,"Self Provisioning, Transport Only-No ISP Service Included (10G), Leased Dark Fiber, Leased Lit Fiber (10G)","$500,000.00",Likely,5,5 location WAN ,4/10-confirmed receipt 
JEMEZ MOUNTAIN SCHOOL DIST 53,3/21/17,NM,School District,"HIGHWAY 96, PO BOX 230GALLINA, RIO ARRIBA, NM 87017",170073123,"Leased Dark Fiber, Leased Lit Fiber (100 mbps-1G), Transport Only-No ISP Service Included (100 mbps-1G), Category1 Network Equipment ","$400,000.00",Unlikely,6,6 location WAN ,3/21 - options on FCC form 470 do not match options in the RFP
BERNALILLO PUBLIC SCHOOLS,3/21/17,NM,School District,"560 S. CAMINO DEL PUEBLOBERNALILLO, SANDOVAL, NM 87004",170073683,"Self Provisioning, Leased Dark Fiber, Leased Lit Fiber (1-25G), Transport Only-No ISP Service Included  (1-25G)","$1,426,000.00",Likely,7,7 Location WAN,3/18 - Bid the incorrect options; instructed on correct options 
CARSON CITY SCHOOL DISTRICT,3/26/17,NV,School District,"1402 W KING STCARSON CITY, CARSON CITY, NV 89703",170075285,"Self Provisioning, Bundled Internet Access and Tranport (50 mbps-25G)","$400,000.00",Unlikely ,11,11 Location WAN ,3/25-Applicant did not bid Transport Only-No ISP Service included.  Claimed that Bundled Transport was a like service - would not refile 
PATCHOGUE-MEDFORD SCH DISTRICT,3/17/17,NY,School District,"241 S OCEAN AVEPATCHOGUE, SUFFOLK, NY 11772-3732",170073131,"Leased Dark Fiber, Leased Lit Fiber (1-10G)","$240,000.00",Likely,10,10 location WAN ,3/17 confirmed receipt
LINDENHURST PUBLIC SCHOOL DIST,3/21/17,NY,School District,"350 DANIEL STLINDENHURST, SUFFOLK, NY 11757-3547",170073859,"Leased Dark Fiber, Leased Lit Fiber (1-25G)","$200,000.00",Likely,10,10 location WAN ,3/21-confirmed receipt 
FREDONIA CENTRAL SCHOOL DIST,3/31/17,NY,School District,"425 E MAIN STFREDONIA, CHAUTAUQUA, NY 14063-1451",170075929,"Leased Dark Fiber, Leased Lit Fiber (10G)",$0.00,Likely,3,3 location WAN ,"3/31-Applicant currently has leased dark fiber, confirmed receipt"
RHINEBECK CENTRAL SCHOOL DIST,4/11/17,NY,School District,"NORTH PARK ROADRHINEBECK, DUTCHESS, NY 12572",170079844,"Self Provisioning, Leased Dark Fiber, Leased Lit Fiber (1G), Transport Only-No ISP Service Included (1G), Category 1 Network Equipment","$75,000.00",Likely,3,3 location WAN ,4/11-Confirmed Receipt 
WYANDANCH UNION FREE DISTRICT,4/6/17,NY,School District,"1445 STRAIGHT PATHWYANDANCH, SUFFOLK, NY 11798",170079348,"Leased Dark Fiber, Leased Lit Fiber (10G), Category1 network equipment ","$120,000.00",Likely ,6,6 location WAN ,4/6 question if all they need is maintenance and operations of existing dark fiber 
KINGS PARK CENTRAL SCHOOL DIST,4/7/17,NY,School District,"180 LAWRENCE ROADKINGS PARK, SUFFOLK, NY 11754-1770",170079402,Fiber Maintenance and Operations ,$0.00,Likely ,6,6 location WAN ,4/7 asked to refile for Other - Fiber Maintenance and Operations 
SHAKER HEIGHTS CITY SCH DIST,3/11/17,OH,School District,"15600 PARKLAND DRSHAKER HEIGHTS, CUYAHOGA, OH 44120-2529",170071212,Category 1 Network Equipment,$0.00,Likely ,11,11 Location WAN,3/11 - confirmed receipt 
MILFORD EXEMPTED VILLAGE SCHOOL DISTRICT,3/22/17,OH,School District,"777 GARFIELD AVEMILFORD, CLERMONT, OH 45150-1227",170071962,"Leased Dark Fiber, Leased Lit Fiber (1-10G), Category1 network equipment ","$240,000.00",Likely,11,11 location WAN ,3/22-confirmed receipt
MEDINA CITY SCHOOL DISTRICT,3/25/17,OH,School District,"739 Weymouth RoadMEDINA, MEDINA, OH 44256-2037",170074971,Fiber Maintenance and Operations ,$0.00,Likely,17,17 location WAN Connection ,3/25 - confirmed receipt
SPRINGFIELD CITY SCHOOL DIST,3/28/17,OH,School District,"1500 W JEFFERSON STSPRINGFIELD, CLARK, OH 45506",170070085,"Leased Dark Fiber, Leased Lit Fiber (10 mbps-10G), Bundled (DIA) (1-10G), ISP (1-10G), Category1 network equipment ","$360,000.00",Likely,18,18 location WAN ,3/28 confirmed receipt 
VERMILION LOCAL SCHOOL DIST,3/25/17,OH,School District,"250 SANFORD STREET, SUITE AVERMILION, ERIE, OH 44089-1604",170074994,"Self Provisioning, Leased Lit Fiber (1G), Category1 Network Equipment ","$75,000.00",Likely ,2,2 facility relocation of hub,3/10-Applicant did not describe Transport Only-No ISP Service Included option in RFP 3/25-refile bids wrong options-- wrote applicant to correct
SOLON CITY SCHOOL DISTRICT,2/24/17,OH,School District,"33800 INWOOD ROADSOLON, CUYAHOGA, OH 44139-4519",170067808,Dark Fiber ,"$25,000.00",Unlikely ,2,2 location WAN ,2/24- did not file for the correct options
MONROE LOCAL SCHOOL DISTRICT,4/13/17,OH,School District,"500 YANKEE ROADMONROE, BUTLER, OH 45050",170082112,"Leased Dark Fiber, Leased Lit Fiber (1-10G), Transport Only-No ISP Service Included  (1-10G)","$50,000.00",Likely,2,2 location WAN ,4/13-confirmed receipt 
LOUISVILLE CITY SCHOOL DIST,4/2/17,OH,School District,"407 E MAIN STREETLOUISVILLE, STARK, OH 44641-1422",170077600,"Self provisioning, Transport only-No ISP Service Included (1G), Leased Lit Fiber (1G), Category1 network equipment, Fiber Maintenance and Operations ","$75,000.00",Likely,2,2 locations added to a WAN ,3/31-confirmed receipt ; Also bid equipment and maintenance but did not select correct options on FCC Form 470- asked to refile 4/2 refiled correctly
INDEPENDENCE SCHOOL DISTRICT,4/4/17,OH,School District,"7733 STONE RDCLEVELAND, CUYAHOGA, OH 44131-4813",170072264,"Leased Dark Fiber, Leased Lit Fiber (10G), Fiber Maintenance and Operations ","$100,000.00",Likely,2,2 locations to a WAN ,4/4 confirmed receipt ; applicant has existing equipment 
HIGHLAND LOCAL SCHOOL DISTRICT,3/21/17,OH,School District,"3880 RIDGE RDMEDINA, MEDINA, OH 44256-7920",170070513,"Leased Dark Fiber, Leased Lit Fiber (1-10G), Category 1 Network Equipment ","$75,000.00",Likely,3,3 Location WAN ,3/21 Confirmed receipt
CUYAHOGA HEIGHTS SCHOOL DIST,4/7/17,OH,School District,"4820 E 71ST STCLEVELAND, CUYAHOGA, OH 44125-1043",170079786,"Self Provisioning, Leased Dark Fiber, Leased Lit Fiber (10G), Transport Only-No ISP Service Included  (10G)","$150,000.00",Likely,3,3 Location WAN ,4/5 -confirmed receipt….this was a refile based on the posting guidance for Transport Only-No ISP Service Included 4/7 Refiled again to include self provisioning option
CHARDON LOCAL SCHOOL DISTRICT,3/21/17,OH,School District,"428 NORTH STCHARDON, GEAUGA, OH 44024-1036",170073742,"Leased Dark Fiber, Leased Lit Fiber (10G)","$80,000.00",Likely,4,4 location WAN ,3/21-confirmed receipt 
CLAYMONT CITY SCHOOL DISTRICT,3/9/17,OH,School District,"201 N. 3RD. STREETDENNISON, TUSCARAWAS, OH 44621",170071043,Category1 Network Equipment ,$0.00,Likely,6,6 location WAN,3/9 confirmed receipt 
EUCLID CITY SCHOOL DISTRICT,4/12/17,OH,School District,"651 E 222ND STEUCLID, CUYAHOGA, OH 44123-2031",170081839,"Leased Dark Fiber, Leased Lit Fiber (10-25G)","$400,000.00",Likely,7,7 location WAN ,4/12-confirmed receipt 
HIGHLAND LOCAL SCHOOL DISTRICT,3/30/17,OH,School District,"3880 RIDGE RDMEDINA, MEDINA, OH 44256-7920",170074951,Category 1 Network Equipment,$0.00,Likely,,8 location WAN ,3/30 - confirmed receipt 
BEDFORD CITY SCHOOL DISTRICT,3/24/17,OH,School District,"475 NORTHFIELD RDBEDFORD, CUYAHOGA, OH 44146-2201",170068811,"Category1 network equipment, Fiber Maintenance and Operations ",$0.00,Likely,9,9 location WAN ,3/24-confirmed receipt 
MARLINGTON LOCAL SCHOOL DIST,3/25/17,OH,School District,"10320 MOULIN AVE NEALLIANCE, STARK, OH 44601-9746",170074277,Category 1 Network Equipment,$0.00,Likely,9,9 location WAN ,3/25 - confirmed receipt
WADSWORTH CITY SCHOOL DISTRICT,3/30/17,OH,School District,"524 BROAD STWADSWORTH, MEDINA, OH 44281-1146",170076018,"Leased Dark Fiber, Leased Lit Fiber (1-10G), Bundled (DIA) (1-10G)","$180,000.00",Likely,9,9 location WAN ,3/30 - confirmed receipt 
BAY VILLAGE CITY SCHOOL DIST,3/27/17,OH,School District,"377 DOVER CENTER RDBAY VILLAGE, CUYAHOGA, OH 44140-2304",170074828,"Category1 network equipment, Fiber Maintenance and Operations ",$0.00,Likely,6,Existing WAN Equipment and Maintenance - 6 sites,3/27 - confirmed receipt 
HAMILTON CITY SCHOOL DISTRICT,4/12/17,OH,School District,"533 DAYTON STHAMILTON, BUTLER, OH 45011",170081602,"Self Provisioning, Leased Dark Fiber, Leased Lit Fiber (2-10G), Transport Only-No ISP Service Included (2-10G) ","$75,000.00",Likely,1,Fiber between 2 locations in the district ,4/12-confirmed receipt 
PUTNAM CITY INDEPENDENT SCHOOL DISTRICT 1,3/13/17,OK,School District,"5401 NW 40TH STOKLAHOMA CITY, OKLAHOMA, OK 73122-3302",170071878,"Self Provisioning, Transport Only-No ISP Service Included  (1-25G), Leased Lit Fiber (1-25G), Category 1 network equipment","$100,000.00",Likely,2,2 locations added to a WAN--fiber into two new schools,3/13- confirmed receipt 
MILBURN INDEP SCHOOL DIST 29,3/4/17,OK,School District,"8TH AND GRAND STREETSMILBURN, JOHNSTON, OK 73450",170069601,"Leased Dark Fiber, Leased Lit Fiber (1-10G), Transport Only-No ISP Service Included (1-10G), Bundled (DIA) (1.5-100 mbps)","$40,000.00",Likely,3,3 location WAN ,3/4 confirmed receipt - asked about equipment
COTTONWOOD SCHOOL DISTRICT 4,3/14/17,OK,School District,"NORTH HIGHWAY 31COALGATE, COAL, OK 74538",170072178,"Leased Dark Fiber, Leased Lit Fiber (1G)","$60,000.00",Likely,3,3 location WAN ,3/14-confirmed receipt 
VARNUM SCHOOL DISTRICT,4/13/17,OK,School District,School District,170082876,"Self Provisioning, Transport Only-No ISP Service Included  (300-500 mbps)","$50,000.00",Unlikely ,3,3 location WAN ,4/13 informed applicant of refiling requirement at 7 PM did not refile until 12:59 AM on 4/14
CANEY VALLEY SCHOOL DISTRICT,3/4/17,OK,School District,"1000 WYNDOTTE STREETRAMONA, WASHINGTON, OK 74061",170069864,"Self Provisioning, Leased Dark Fiber, Transport Only-No ISP Service Included  (1-10G), Leased Lit Fiber (1-10G), Category1 network equipment","$25,000.00",Likely,1,500' build to connect VoAg building to hub,3/4 confirmed receipt 
ARDMORE INDEP SCHOOL DIST 19,3/14/17,OK,School District,"800 M ST NEARDMORE, CARTER, OK 73401",170072165,"Leased Lit Fiber (10G), Leased Dark Fiber, Bundled (DIA) (1.5-50 mbps)  ","$300,000.00",Unlikely ,7,7 Location WAN ,3/11- need to file for leased dark fiber option.  That is the desire of the applicant.  Wrote Applicant. 3/14-Refiled - no further comments
VERNONIA SCHOOL DISTRICT 47 J,3/9/17,OR,School District,"1000 MISSOURI AVENUEVERNONIA, COLUMBIA, OR 97064",170047086,"Leased Dark Fiber, Leased Lit Fiber (1.5 mbps-1G), Transport Only-No ISP Service Included (1.5 mbps-1G), Bundled (DIA) (1.5 mbps-1G)","$750,000.00",Likely,1,1 remote school to nearest hub ,3/9 - Confirmed receipt and asked about equipment
CANBY SCHOOL DISTRICT 86,3/22/17,OR,School District,"1130 S IVY STREETCANBY, CLACKAMAS, OR 97013",170073425,"Leased Dark Fiber, Leased Lit Fiber (10-25G), Category1 network equipment ","$200,000.00",Likely,10,10 location WAN and then connection to a PoP,3/22-confirmed receipt
WOODBURN SCHOOL DISTRICT 103,3/15/17,OR,School District,"1390 Meridian DriveWOODBURN, MARION, OR 97071",170065853,"Leased Dark Fiber, Leased Lit Fiber (10G), Bundled (DIA) (1-2G)","$300,000.00",Likely,15,15 location WAN ,"3/11 Bidding window violation in RFP, Queen of Peace violation in RFP.  Wrote applicant with corrections."
TIGARD TUALATIN SCH DIST 23 J,3/17/17,OR,School District,"6960 SW SANDBURG STREETTIGARD, WASHINGTON, OR 97223",170047081,"Leased Dark Fiber, Leased Lit Fiber (10-25G), Category1 Network Equipment, ","$640,000.00",Likely,16,16 location WAN ,3/17-confirmed receipt 
BUTTE FALLS SCHOOL,4/3/17,OR,School District,"720 LAUREL STBUTTE FALLS, JACKSON, OR 97522",170077992,"Leased Dark Fiber, Leased Lit Fiber (100 mbps-1G)","$50,000.00",Likely,2,2 locations ,4/3-confirmed receipt and asked about Category 1 Network Equipment 
NORTH CLACKAMAS SCHOOL DIST 12,3/27/17,OR,School District,"14211 SE Johnson Rd.MILWAUKIE, CLACKAMAS, OR 97222-4799",170061515,"Leased Dark Fiber, Leased Lit Fiber (10-25G), Category1 network equipment ","$500,000.00",Likely,30,30 location WAN - most served by an existing fiber plant,3/27- talked to applicant at length prior to filing.  Confirmed receipt.
BAKER SCHOOL DISTRICT 5 J,4/9/17,OR,School District,"2090 4TH STBAKER CITY, BAKER, OR 97814-3318",170079559,"Lit Fiber Servcie (10G), Category1 Network Equipment; Transport Only-No ISP Service included (500 mbps-1G), Bundled (DIA) (10 mbps-1G), ISP (500 mbps-1G)","$160,000.00",Unlikely,4,4 location WAN ,4/9 RFP mentions leased dark fiber but the FCC Form 470 does not bid the correct options 
COOS BAY SCHOOL DISTRICT 9,3/7/17,OR,School District,"1255 HEMLOCK AVENUECOOS BAY, COOS, OR 97420",170070231,"Leased Dark Fiber, ISP (200 mbps-1G), Leased Lit Fiber (1-10G), Category1 Network equipment ","$140,000.00",Likely,7,7 Location WAN ,3/2-Bid Incorrect options.  ISP Only service is not a comparative service to leased dark fiber.  Wrote applicant. 3/7 Refiled correctly
SALEM-KEIZER SCHOOL DIST 24 J,4/10/07,OR,School District,"1340 STATE STREETSALEM, MARION, OR 97301",170080754,"Leased Dark Fiber, Leased Lit Fiber (1-10G), Transport Only-No ISP Service Included  (1-10G)","$400,000.00",Likely ,65,District Hub to ISP ,4/10-confirmed receipt 
CARLISLE AREA SCHOOL DISTRICT,3/10/17,PA,School District,"623 W PENN STCARLISLE, CUMBERLAND, PA 17013-2239",170071919,Fiber Maintenance and Operations,$0.00,Likely,12,12 location WAN ,3/10-confirmed receipt 
TROY AREA SCHOOL DISTRICT,4/4/17,PA,School District,"68 Fenner AveTROY, BRADFORD, PA 16947",170078078,"Leased Dark Fiber, Leased Lit Fiber (1-2G), Transport Only-No ISP Service Included (1-2G)","$60,000.00",Likely,2,2 location WAN,4/4-confirmed receipt 
HANOVER AREA SCHOOL DISTRICT,4/13/17,PA,School District,"1600 SANS SOUCI PKWYHANOVER TOWNSHIP, LUZERNE, PA 18706",170080969,"Leased Dark Fiber, Leased Lit Fiber (1-10G), Category 1 Network Equipment ","$200,000.00",Likely,4,4 location WAN ,4/13- did not write applicant but dates in RFP are wrong-clerical error
WESTMONT HILLTOP SCHOOL DISTRICT,3/30/17,PA,School District,"200 FAIR OAKS DRJOHNSTOWN, CAMBRIA, PA 15905",170073897,"Category1 network equipment, Fiber Maintenance and Operations ",$0.00,Likely,5,5 location WAN ,3/30 - confirmed receipt 
TROY AREA SCHOOL DISTRICT,4/1/17,PA,School District,"68 Fenner AveTROY, BRADFORD, PA 16947",170077514,"Self Provisioning, Transport Only-No ISP Service Included  (25G), Leased Lit Fiber (25G), Category1 Network Equipment, Fiber Maintenance and Operations ","$200,000.00",Likely,5,5 location WAN ,4/1 informed applicant that application does not allow leased dark fiber consideration
