line_item_id,district_esh_id,district_name,ben,free_and_reduced,service_provider_name,providers_typical_category,postal_cd,highest_connect_type,num_of_services,bandwidth_in_mbps,num_students,connect_category,cost_per_line,frn_complete
164876,883095,COCHISE ELEMENTARY DISTRICT,143070,48,"Valley Connections, LLC",Fiber,AZ,Fiber,37,5.0,96,Fixed Wireless,4800.0,2752647-1
164911,883709,MOUNTAIN VIEW-LOS ALTOS UNION HIGH,144128,716,Comcast Business Communications,Fiber,CA,Fiber,311,10000.0,3737,Fiber,59940.0,2721911-1
164924,883709,MOUNTAIN VIEW-LOS ALTOS UNION HIGH,144128,716,Comcast Business Communications,Fiber,CA,Fiber,311,1000.0,3737,Fiber,15984.0,2721911-2
164940,883957,SOUTH BAY UNION ELEM,143620,6362,Pacific Bell Telephone Company,Fiber,CA,Fiber,341,1000.0,849,Fiber,26821.44,2755152-1
164951,883281,EMPIRE UNION ELEM,144398,2429,"Comcast Phone, LLC",Fiber,CA,Fiber,9,1000.0,2894,Fiber,191416.44,2757583-1
167047,901027,CITY OF CHICAGO SD 299,135749,335091,AT&T Corp.,Fiber,IL,Fiber,674,6000.0,395948,Other / Uncategorized,658152.0,2766175-2
167047,901027,CITY OF CHICAGO SD 299,135749,335091,AT&T Corp.,Fiber,IL,Fiber,674,6000.0,395948,Other / Uncategorized,658152.0,2766175-2
167047,901027,CITY OF CHICAGO SD 299,135749,335091,AT&T Corp.,Fiber,IL,Fiber,674,6000.0,395948,Other / Uncategorized,658152.0,2766175-2
167142,902008,M S D DECATUR TOWNSHIP,130279,3989,"Indiana Bell Telephone Company, Incorporated",Fiber,IN,Fiber,5,1000.0,6270,Fiber,16800.0,2779263-1
167143,902008,M S D DECATUR TOWNSHIP,130279,3989,"Indiana Bell Telephone Company, Incorporated",Fiber,IN,Fiber,5,1000.0,6270,Fiber,44158.2,2779328-1
167524,909712,CADDO PARISH,139307,25980,"CenturyLink CenturyTel Solutions, LLC",Fiber,LA,Fiber,10,2000.0,41323,Fiber,110400.0,2770026-1
167618,915447,CALVERT COUNTY PUBLIC SCHOOLS,126358,3663,State of Maryland,Fiber,MD,Fiber,26,2000.0,16323,Fiber,156000.0,2790959-1
169155,949786,MONTPELIER EXEMPTED VILLAGE,16036061,0,The Northern Buckeye Education Council,Fiber,OH,Fiber,1,1000.0,983,Fiber,42200.04,2791654-3
170177,967087,CUMBERLAND COUNTY,128515,4930,"ENA Services, LLC",Fiber,TN,Fiber,28,500.0,7483,Fiber,111000.0,2786893-3
170203,967069,CAMPBELL COUNTY,128352,4330,"ENA Services, LLC",Fiber,TN,Fiber,30,1000.0,5889,Fiber,144000.0,2782078-1
170235,967091,DICKSON COUNTY,128215,4642,"ENA Services, LLC",Fiber,TN,Fiber,12,500.0,8453,Fiber,111000.0,2790944-3
170251,967163,MEIGS COUNTY,128279,1261,"ENA Services, LLC",Fiber,TN,Fiber,5,500.0,1805,Fiber,138000.0,2792136-1
170361,969290,DUMAS ISD,141826,3283,"Windstream Communications, LLC",Fiber,TX,Fiber,10,500.0,4682,Fiber,49500.0,2792509-1
170447,975669,WYTHE CO PBLC SCHS,126614,2193,Citizens Telephone Cooperative,Fiber,VA,Fiber,12,1000.0,4376,Fiber,6000.0,2788798-1
170559,983797,CEDAR GROVE-BELGIUM AREA SCHOOL DISTRICT,132720,202,"Time Warner Cable Information Services (Wisconsin), LLC",Fiber,WI,Fiber,1,25.0,1119,Fiber,11400.0,2791272-1
170588,983893,EVANSVILLE COMMUNITY SCHOOL DISTRICT,132947,465,Charter Communications,Fiber,WI,Fiber,2,200.0,1760,Fiber,15900.0,2792128-1
170638,882042,CEDARVILLE SCHOOL DISTRICT,139715,885,"Cox Arkansas Telecom, LLC",Fiber,AR,Fiber,368,1000.0,894,Fiber,59520.0,2771818-2
170638,882042,CEDARVILLE SCHOOL DISTRICT,139715,885,"Cox Arkansas Telecom, LLC",Fiber,AR,Fiber,368,1000.0,894,Fiber,59520.0,2771818-2
170655,882699,ROGERS SCHOOL DISTRICT,139682,9099,"Cox Arkansas Telecom, LLC",Fiber,AR,Fiber,391,1000.0,14793,Fiber,14765.142222222223,2779931-1
170657,882192,EUREKA SPRINGS SCHOOL DISTRICT,139649,430,AT&T Corp.,Fiber,AR,Fiber,368,100.0,655,Fiber,19805.4,2783349-1
170679,883065,BUCKEYE ELEMENTARY DISTRICT,142981,2653,CenturyLink Qwest Corporation,Fiber,AZ,Fiber,8,200.0,4569,Fiber,12669.36,2734695-2
170681,883065,BUCKEYE ELEMENTARY DISTRICT,142981,2653,CenturyLink Qwest Corporation,Fiber,AZ,Fiber,8,700.0,4569,Fiber,30530.4,2734695-1
170683,883065,BUCKEYE ELEMENTARY DISTRICT,142981,2653,"CenturyLink Qwest Communications Company, LLC",Fiber,AZ,Fiber,8,200.0,4569,Fiber,31380.0,2734716-1
170686,881480,HEBER-OVERGAARD UNIFIED DISTRICT,143135,312,CITIZENS UTILITIES CO,Fiber,AZ,Fiber,3,30.0,469,Other / Uncategorized,21804.84,2776595-1
170687,881480,HEBER-OVERGAARD UNIFIED DISTRICT,143135,312,CITIZENS UTILITIES CO,Fiber,AZ,Fiber,3,40.0,469,Fiber,29130.84,2776469-1
170688,881480,HEBER-OVERGAARD UNIFIED DISTRICT,143135,312,CITIZENS UTILITIES CO,Fiber,AZ,Fiber,3,20.0,469,Other / Uncategorized,18381.6,2776595-2
173174,922782,ST. MICHAEL-ALBERTVILLE SCHOOL DIST,133576,873,TIES (Technology and Information Educational Services),Fiber,MN,Fiber,1,200.0,5687,Fiber,64140.0,2780469-1
173193,922733,PILLAGER PUBLIC SCHOOL DISTRICT,133957,466,Consolidated Telephone Company,Fiber,MN,Fiber,3,150.0,876,Fiber,15000.0,2793098-1
174400,952178,COQUILLE SD 8,144997,245,"Comspan Communications, Inc",Fiber,OR,Fiber,3,200.0,891,Fiber,5560.0,2792060-1
174401,952178,COQUILLE SD 8,144997,245,"Comspan Communications, Inc",Fiber,OR,Fiber,3,100.0,891,Fiber,2280.0,2792060-2
174401,952178,COQUILLE SD 8,144997,245,"Comspan Communications, Inc",Fiber,OR,Fiber,3,100.0,891,Fiber,2280.0,2792060-2
174403,952178,COQUILLE SD 8,144997,245,"Comspan Communications, Inc",Fiber,OR,Fiber,3,100.0,891,Fiber,2280.0,2792060-3
174403,952178,COQUILLE SD 8,144997,245,"Comspan Communications, Inc",Fiber,OR,Fiber,3,100.0,891,Fiber,2280.0,2792060-3
174403,952178,COQUILLE SD 8,144997,245,"Comspan Communications, Inc",Fiber,OR,Fiber,3,100.0,891,Fiber,2280.0,2792060-3
174403,952178,COQUILLE SD 8,144997,245,"Comspan Communications, Inc",Fiber,OR,Fiber,3,100.0,891,Fiber,2280.0,2792060-3
174456,953842,HEMPFIELD  SD,125800,1585,Comcast Business Communications,Fiber,PA,Fiber,14,1000.0,6913,Fiber,6803.28,2780998-1
175137,975584,LOUISA CO PBLC SCHS,126501,2203,Verizon Virginia LLC,Fiber,VA,Fiber,7,100.0,4732,Fiber,43320.0,2789629-1
175152,975553,GLOUCESTER CO PBLC SCHS,126493,1954,Verizon South Inc,Fiber,VA,Fiber,7,600.0,5632,Fiber,71724.0,2793205-2
175292,983766,BRISTOL #1 SCHOOL DISTRICT,132803,167,WiscNet,Other / Uncategorized,WI,Fiber,2,100.0,715,Other / Uncategorized,7800.0,2741217-1
175920,883951,SONOMA VALLEY UNF,144485,2555,"Comcast Phone, LLC",Fiber,CA,Fiber,333,1000.0,4670,Fiber,4926.72,2792447-5
175943,883951,SONOMA VALLEY UNF,144485,2555,"Comcast Phone, LLC",Fiber,CA,Fiber,333,10000.0,4670,Fiber,98596.8,2792447-1
175944,883951,SONOMA VALLEY UNF,144485,2555,"Comcast Phone, LLC",Fiber,CA,Fiber,333,4000.0,4670,Fiber,19719.36,2792447-3
175961,883951,SONOMA VALLEY UNF,144485,2555,"Comcast Phone, LLC",Fiber,CA,Fiber,333,5000.0,4670,Fiber,24649.2,2792447-2
175962,883951,SONOMA VALLEY UNF,144485,2555,"Comcast Phone, LLC",Fiber,CA,Fiber,333,3000.0,4670,Fiber,14789.52,2792447-4
176055,882723,ARVIN UNION ELEM,143839,3142,Pacific Bell Telephone Company,Fiber,CA,Fiber,311,1.5,3159,Copper,4555.02,2795469-1
176141,884211,DANBURY SCHOOL DISTRICT,122608,5465,"Fiber Technologies Networks, L.L.C.",Fiber,CT,Fiber,24,1000.0,10612,Fiber,11993.333333333332,2795284-1
176143,884211,DANBURY SCHOOL DISTRICT,122608,5465,The Southern New England Telephone Comapny,Fiber,CT,Fiber,24,1.5,10612,Cable / DSL,399.68,2795270-1
176151,884229,ENFIELD SCHOOL DISTRICT,122307,1924,New Horizon Communications Corp.,Fiber,CT,Fiber,3,100.0,5459,Fiber,21600.0,2794710-1
176154,884229,ENFIELD SCHOOL DISTRICT,122307,1924,"ChimeNet, Inc.",Fiber,CT,Fiber,3,1000.0,5459,Fiber,13080.0,2794721-1
176156,884211,DANBURY SCHOOL DISTRICT,122608,5465,Comcast Business Communications,Fiber,CT,Fiber,24,150.0,10612,Cable / DSL,3383.2,2795309-1
178150,902148,NORTHWESTERN CON SCHOOL CORP,130234,495,Comcast Business Communications,Fiber,IN,Fiber,3,200.0,1399,Fiber,4605.72,2795190-1
178992,922556,CHATFIELD PUBLIC SCHOOLS,133715,235,Southeast Minnesota Network (SEMNET),Fiber,MN,Fiber,2,200.0,913,Fiber,19428.0,2746419-1
179026,922558,CHISHOLM PUBLIC SCHOOL DISTRICT,133656,353,Northeast Service Cooperative,Fiber,MN,Fiber,3,200.0,757,Fiber,17190.0,2795547-1
179030,922679,MARTIN COUNTY WEST SCHOOL DISTRICT,133849,279,"Frontier Communications of Minnesota, Inc.",Cable / DSL,MN,Fiber,4,100.0,770,Fiber,24516.0,2795772-1
179582,942962,TAOS MUNICIPAL SCHOOLS,143284,2053,"CenturyLink Qwest Communications Company, LLC",Fiber,NM,Fiber,10,600.0,2948,Fiber,82764.24,2768263-1
180219,967141,LAKE COUNTY,128436,723,"ENA Services, LLC",Fiber,TN,Fiber,9,200.0,961,Fiber,78000.0,2746561-2
180224,967139,KINGSPORT,128331,3497,"ENA Services, LLC",Fiber,TN,Fiber,24,1000.0,7044,Fiber,135000.0,2766033-1
180229,967216,WARREN COUNTY,128240,4342,"ENA Services, LLC",Fiber,TN,Fiber,27,100.0,6629,Fiber,4800.0,2793559-1
180231,967216,WARREN COUNTY,128240,4342,"ENA Services, LLC",Fiber,TN,Fiber,27,500.0,6629,Fiber,112800.0,2793559-3
180234,967175,OAK RIDGE,128382,2096,"ENA Services, LLC",Fiber,TN,Fiber,1,500.0,4467,Fiber,120000.0,2794999-1
180454,975584,LOUISA CO PBLC SCHS,126501,2203,Comcast Business Communications,Fiber,VA,Fiber,7,1000.0,4732,Fiber,58800.0,2795018-1
180535,983930,BLACK HAWK SCHOOL DISTRICT,133000,167,WiscNet,Other / Uncategorized,WI,Fiber,2,96.0,370,Other / Uncategorized,7000.08,2767673-1
180567,983981,KIMBERLY AREA SCHOOL DISTRICT,133147,655,"Unite Private Networks, LLC",Fiber,WI,Fiber,10,1000.0,4823,Fiber,5007.285714285715,2795045-1
180619,883632,LOS MOLINOS UNF,144738,438,Tehama County Department of Education,Other / Uncategorized,CA,Fiber,310,100.0,583,Fiber,35800.0,2756953-1
180620,883632,LOS MOLINOS UNF,144738,438,Pacific Bell Telephone Company,Fiber,CA,Fiber,310,100.0,583,Fiber,19200.0,2756961-1
180621,883632,LOS MOLINOS UNF,144738,438,Pacific Bell Telephone Company,Fiber,CA,Fiber,310,10.0,583,Fiber,21790.74,2756961-2
180754,883675,MIDDLETOWN UNF,144475,758,Pacific Bell Telephone Company,Fiber,CA,Fiber,320,1.5,1641,Copper,3522.0,2796861-1
180754,883675,MIDDLETOWN UNF,144475,758,Pacific Bell Telephone Company,Fiber,CA,Fiber,320,1.5,1641,Copper,3522.0,2796861-1
181294,901959,BENTON COMMUNITY SCHOOL CORP,130759,861,"ENA Services, LLC",Fiber,IN,Fiber,3,300.0,1850,Fiber,81600.0,2793273-1
181309,902123,NOBLESVILLE SCHOOLS,130203,2350,"ENA Services, LLC",Fiber,IN,Fiber,11,1000.0,9601,Fiber,140700.0,2725308-1
181462,922748,RICHFIELD PUBLIC SCHOOL DISTRICT,133630,2838,TIES (Technology and Information Educational Services),Fiber,MN,Fiber,1,150.0,4488,Fiber,38040.0,2777126-1
182372,984240,VERONA AREA SCHOOL DISTRICT,133007,1329,"Charter Fiberlink CCO, LLC",Fiber,WI,Fiber,5,1000.0,5316,Fiber,26460.0,2787519-1
182374,984240,VERONA AREA SCHOOL DISTRICT,133007,1329,"Mt. Vernon Telephone Company, LLC",Fiber,WI,Fiber,5,1000.0,5316,Fiber,9000.0,2787457-1
183290,881464,MARMADUKE SCHOOL DISTRICT,139599,510,CenturyTel of Mammoth Spring Jacksonville,Other / Uncategorized,AR,Fiber,364,20.0,798,Fiber,16548.0,2798274-1
183318,883240,NACO ELEMENTARY DISTRICT,143082,274,GovNET Inc.,Fixed Wireless,AZ,Fixed Wireless,2,10.0,,Fixed Wireless,3600.0,2743099-1
183341,883073,CENTER JOINT UNF,144622,2794,SureWest Telephone,Fiber,CA,Fiber,315,10000.0,4791,Fiber,25845.84,2720776-1
183341,883073,CENTER JOINT UNF,144622,2794,SureWest Telephone,Fiber,CA,Fiber,315,10000.0,4791,Fiber,25845.84,2720776-1
183348,883863,ROSEVILLE CITY ELEM,144582,2761,SureWest Internet,Fiber,CA,Fiber,330,500.0,9943,Fiber,8160.0,2723293-1
183350,883863,ROSEVILLE CITY ELEM,144582,2761,Pacific Bell Telephone Company,Fiber,CA,Fiber,330,1000.0,9943,Fiber,23075.28,2723303-1
183354,883863,ROSEVILLE CITY ELEM,144582,2761,SureWest Telephone,Fiber,CA,Fiber,330,1000.0,9943,Fiber,8400.0,2723299-1
183354,883863,ROSEVILLE CITY ELEM,144582,2761,SureWest Telephone,Fiber,CA,Fiber,330,1000.0,9943,Fiber,8400.0,2723299-1
183355,883863,ROSEVILLE CITY ELEM,144582,2761,SureWest Telephone,Fiber,CA,Fiber,330,500.0,9943,Fiber,7800.0,2723306-1
183393,883073,CENTER JOINT UNF,144622,2794,SureWest Telephone,Fiber,CA,Fiber,315,1000.0,4791,Fiber,9113.9,2720776-2
183803,882997,BURLINGAME ELEM,144115,402,Pacific Bell Telephone Company,Fiber,CA,Fiber,316,1000.0,3037,Fiber,18457.045714285716,2793950-1
183803,882997,BURLINGAME ELEM,144115,402,Pacific Bell Telephone Company,Fiber,CA,Fiber,316,1000.0,3037,Fiber,18457.045714285716,2793950-1
183803,882997,BURLINGAME ELEM,144115,402,Pacific Bell Telephone Company,Fiber,CA,Fiber,316,1000.0,3037,Fiber,18457.045714285716,2793950-1
183829,883634,LOS OLIVOS ELEM,143968,58,"TW Telecom Holdings, Inc.",Other / Uncategorized,CA,Fiber,1,20.0,471,Fiber,17578.68,2768057-1
184075,883221,DOUGLAS CITY ELEM,144717,95,Trinity County Office of Education,Other / Uncategorized,CA,Fiber,308,10.0,165,Fixed Wireless,3662.0,2795406-1
184135,883910,SANTA MONICA-MALIBU UNF,143496,3237,LA County Office of Education (LACOE),Fiber,CA,Fiber,5,1000.0,11417,Fiber,41100.0,2797230-1
184143,883863,ROSEVILLE CITY ELEM,144582,2761,SureWest Internet,Fiber,CA,Fiber,330,3.0,9943,Cable / DSL,719.4,2723293-2
184144,883863,ROSEVILLE CITY ELEM,144582,2761,SureWest Telephone,Fiber,CA,Fiber,330,500.0,9943,Fiber,7800.0,2723299-2
184192,883046,CANYON ELEM,144177,0,Pacific Bell Telephone Company,Fiber,CA,Fiber,311,1.5,73,Copper,961.74,2800186-1
184297,884256,MIDDLETOWN SCHOOL DISTRICT,122492,2155,"Advanced Corporate Networking, Inc.",Fiber,CT,Fiber,13,100.0,4880,Fiber,15672.0,2782384-1
184985,901165,GALENA USD 120,135861,221,Northern Illinois University,Fiber,IL,Fiber,1,300.0,,Fiber,14400.0,2764769-1
184985,901165,GALENA USD 120,135861,221,Northern Illinois University,Fiber,IL,Fiber,1,300.0,,Fiber,14400.0,2764769-1
186137,919803,LIVONIA PUBLIC SCHOOLS SCHOOL DISTRICT,130895,4165,Michigan Bell Telephone Company,Fiber,MI,Fiber,12,1000.0,15176,Fiber,16905.0,2793554-1
186192,922810,WEST ST. PAUL-MENDOTA HTS.-EAGAN,133570,1951,TIES (Technology and Information Educational Services),Fiber,MN,Fiber,11,400000.0,4820,Fiber,53910.0,2785765-1
186193,922810,WEST ST. PAUL-MENDOTA HTS.-EAGAN,133570,1951,State of MN-Office of Enterprise Technology,Fiber,MN,Fiber,11,100.0,4820,Fiber,2580.0,2785766-1
186194,922810,WEST ST. PAUL-MENDOTA HTS.-EAGAN,133570,1951,TIES (Technology and Information Educational Services),Fiber,MN,Fiber,11,10000.0,4820,Fiber,18333.333333333332,2785768-1
186227,922768,SOUTH ST. PAUL PUBLIC SCHOOL DIST.,133550,1516,TIES (Technology and Information Educational Services),Fiber,MN,Fiber,10,400.0,3414,Fiber,75636.0,2800336-1
186326,926612,GULFPORT SCHOOL DIST,128693,4285,"BellSouth Telecommunications, LLC",Fiber,MS,Fiber,11,100.0,6013,Fiber,11100.0,2763938-1
186328,926612,GULFPORT SCHOOL DIST,128693,4285,"BellSouth Telecommunications, LLC",Fiber,MS,Fiber,11,10.0,6013,Fiber,6480.0,2763938-2
186329,926612,GULFPORT SCHOOL DIST,128693,4285,"BellSouth Telecommunications, LLC",Fiber,MS,Fiber,11,1000.0,6013,Fiber,23760.0,2763938-3
186634,936015,BOONE CENTRAL SCHOOLS,138478,200,Nebraska Link LLC,Fiber,NE,Fiber,11,100.0,584,Fiber,21420.0,2798297-1
187184,942809,ALAMOGORDO PUBLIC SCHOOLS,143365,3349,"CenturyLink Qwest Communications Company, LLC",Fiber,NM,Fiber,15,200.0,6154,Fiber,41571.6,2766977-1
187190,942809,ALAMOGORDO PUBLIC SCHOOLS,143365,3349,TDS Baja Broadband LLC,Fiber,NM,Fiber,15,50.0,6154,Fiber,8215.2,2767004-1
187191,942809,ALAMOGORDO PUBLIC SCHOOLS,143365,3349,"Tularosa Communications, Inc.",Fiber,NM,Fiber,15,15.0,6154,Cable / DSL,1200.0,2767016-1
187192,942809,ALAMOGORDO PUBLIC SCHOOLS,143365,3349,"Tularosa Communications, Inc.",Fiber,NM,Fiber,15,50.0,6154,Fiber,9900.0,2767022-1
188639,967078,CHESTER COUNTY,128474,1690,"ENA Services, LLC",Fiber,TN,Fiber,6,200.0,2817,Fiber,108000.0,2750133-2
188656,967193,SEQUATCHIE COUNTY,128281,1558,"ENA Services, LLC",Fiber,TN,Fiber,8,300.0,2324,Fiber,121800.0,2781591-4
188658,967086,CROCKETT COUNTY,128414,1297,"ENA Services, LLC",Fiber,TN,Fiber,7,100.0,1946,Fiber,12900.0,2786051-1
188659,967086,CROCKETT COUNTY,128414,1297,"ENA Services, LLC",Fiber,TN,Fiber,7,1000.0,1946,Fiber,24600.0,2786051-2
188660,967086,CROCKETT COUNTY,128414,1297,"ENA Services, LLC",Fiber,TN,Fiber,7,200.0,1946,Fiber,78000.0,2786051-3
189480,984076,NEW LONDON SCHOOL DISTRICT,133488,906,WiscNet,Other / Uncategorized,WI,Fiber,2,300.0,2459,Other / Uncategorized,11500.08,2795795-1
189499,984183,SHEBOYGAN AREA SCHOOL DISTRICT,132785,4812,"Wisconsin Bell, Inc.",Fiber,WI,Fiber,42,200.0,10374,Fiber,13041.176470588234,2798267-1
189539,984227,TOMAHAWK SCHOOL DISTRICT,133250,512,WiscNet,Other / Uncategorized,WI,Fiber,3,500.0,1322,Other / Uncategorized,10200.0,2798984-1
189590,882618,DELTA/GREELY SCHOOL DISTRICT,145633,308,GCI Communication Corp,Other / Uncategorized,AK,Fiber,5,50.0,848,Fiber,102600.0,2729333-1
189591,882618,DELTA/GREELY SCHOOL DISTRICT,145633,308,GCI Communication Corp,Other / Uncategorized,AK,Fiber,5,1000.0,848,Fiber,8760.0,2789665-1
189768,883128,COACHELLA VALLEY UNF,143707,8385,"Time Warner Cable Information Services (California), LLC",Fiber,CA,Fiber,328,1000.0,18720,Fiber,42520.32,2760298-2
189768,883128,COACHELLA VALLEY UNF,143707,8385,"Time Warner Cable Information Services (California), LLC",Fiber,CA,Fiber,328,1000.0,18720,Fiber,42520.32,2760298-2
189785,882126,TURLOCK UNF,16027882,8908,Pacific Bell Telephone Company,Fiber,CA,Fiber,18,1.5,13956,Cable / DSL,1080.0,2777012-1
189787,882126,TURLOCK UNF,16027882,8908,"Charter Fiberlink CA-CCO, LLC",Fiber,CA,Fiber,18,1000.0,13956,Fiber,13221.72,2777074-2
189972,883695,MOORPARK UNF,143810,2361,VCedNet,Fiber,CA,Fiber,317,1000.0,6984,Fiber,85500.0,2785362-1
190274,883495,HUENEME ELEM,143817,7504,"Time Warner Cable Information Services (California), LLC",Fiber,CA,Fiber,319,1000.0,8332,Fiber,44689.32,2794209-1
190852,882805,BARSTOW UNF,143714,4262,Verizon California Inc.,Other / Uncategorized,CA,Fiber,325,10000.0,5929,Fiber,29694.0,2800246-2
190859,882805,BARSTOW UNF,143714,4262,Verizon California Inc.,Other / Uncategorized,CA,Fiber,325,1000.0,5929,Fiber,30613.17818181818,2800246-1
191074,883229,DUCOR UNION ELEM,143850,176,"CVIN, LLC",Fiber,CA,Fiber,310,100.0,179,Fiber,26196.0,2800923-1
191093,883585,LAKESIDE UNION ELEM,143864,291,Kings County Office of Education,Fixed Wireless,CA,Fixed Wireless,307,200.0,1314,Fixed Wireless,24999.96,2801706-1
191315,884236,GREENWICH SCHOOL DISTRICT,122616,1295,"Fiber Technologies Networks, L.L.C.",Fiber,CT,Fiber,29,500.0,8845,Fiber,9750.0,2801104-1
191563,888988,DESOTO,127858,3868,"CenturyLink-Embarq Florida, Inc. (FKA Embarq)",Fiber,FL,Fiber,9,1.54,4752,Copper,3816.0,2784189-1
192374,903499,FRONTENAC PUBLIC SCHOOLS,137733,419,"KanREN, Inc.",Fiber,KS,Fiber,2,100.0,930,Other / Uncategorized,12000.0,2743320-1
192451,903641,FLINTHILLS,137898,115,"KanREN, Inc.",Fiber,KS,Fiber,2,100.0,282,Fiber,15705.96,2800846-1
193244,922750,ROCHESTER PUBLIC SCHOOL DISTRICT,133705,6127,TIES (Technology and Information Educational Services),Fiber,MN,Fiber,31,400.0,16451,Fiber,41580.0,2778860-1
193710,926692,RANKIN CO SCHOOL DIST,128609,7917,"Telepak Networks, Inc.",Fiber,MS,Fiber,26,1000.0,19448,Fiber,10980.0,2790154-1
193711,926692,RANKIN CO SCHOOL DIST,128609,7917,"Telepak Networks, Inc.",Fiber,MS,Fiber,26,1000.0,19448,Fiber,54000.0,2790139-1
193715,926609,GREENVILLE PUBLIC SCHOOLS,128555,5150,"BellSouth Telecommunications, LLC",Fiber,MS,Fiber,12,1000.0,5714,Fiber,9000.0,2801086-1
194004,943386,ELKO COUNTY SCHOOL DISTRICT,143437,3432,Rural Telephone Company,Fiber,NV,Fiber,30,25.0,9843,Fiber,6000.0,2733559-1
196173,967107,GREENE COUNTY,128345,4979,"ENA Services, LLC",Fiber,TN,Fiber,21,300.0,7342,Fiber,174000.0,2771399-2
196393,967176,OBION COUNTY,128458,2201,"ENA Services, LLC",Fiber,TN,Fiber,9,100.0,3744,Fiber,12000.0,2800583-1
196395,967176,OBION COUNTY,128458,2201,"ENA Services, LLC",Fiber,TN,Fiber,9,500.0,3744,Fiber,111000.0,2800583-3
196398,967141,LAKE COUNTY,128436,723,"ENA Services, LLC",Fiber,TN,Fiber,9,200.0,961,Fiber,78000.0,2800723-2
196403,967143,LAWRENCE COUNTY,128499,4041,"ENA Services, LLC",Fiber,TN,Fiber,26,150.0,6852,Fiber,60000.0,2800740-3
196867,983134,MOSSYROCK SCHOOL DISTRICT,145314,304,McDaniel Telephone Company,Fiber,WA,Fiber,3,6.0,526,Fiber,3867.84,2803236-1
196902,983723,ARCADIA SCHOOL DISTRICT,133305,613,Tri-County Communications Cooperative Inc,Fiber,WI,Fiber,4,200.0,1171,Fiber,5610.0,2800342-1
197025,983753,BLOOMER SCHOOL DISTRICT,133356,446,Bloomer Telephone Company,Fiber,WI,Fiber,4,125.0,1168,Fiber,5692.0,2800685-1
197050,984209,STANLEY-BOYD AREA SCHOOL DISTRICT,133393,546,"Charter Fiberlink CC VIII, LLC",Fiber,WI,Fiber,2,200.0,994,Fiber,15000.0,2802342-1
197072,882787,UNALASKA CITY SCHOOL DISTRICT,145619,77,"TelAlaska Long Distance, Inc.",Other / Uncategorized,AK,Fixed Wireless,3,10.0,416,Fixed Wireless,159496.8,2802258-1
197090,882785,TEXARKANA SCHOOL DISTRICT,140639,2963,"Windstream Communications, LLC",Fiber,AR,Fiber,375,500.0,4504,Fiber,43200.0,2787993-1
197091,882785,TEXARKANA SCHOOL DISTRICT,140639,2963,"Windstream Communications, LLC",Fiber,AR,Fiber,375,20.0,4504,Fiber,15840.0,2787879-1
197092,882785,TEXARKANA SCHOOL DISTRICT,140639,2963,"Windstream Communications, LLC",Fiber,AR,Fiber,375,1000.0,4504,Fiber,13883.57142857143,2787890-1
197213,883410,GRASS VALLEY ELEM,144642,882,AT&T Corp.,Fiber,CA,Fiber,310,200.0,1682,Fiber,32180.64,2751064-1
197213,883410,GRASS VALLEY ELEM,144642,882,AT&T Corp.,Fiber,CA,Fiber,310,200.0,1682,Fiber,32180.64,2751064-1
197616,883293,ESPARTO UNF,144551,664,Pacific Bell Telephone Company,Fiber,CA,Fiber,313,1.5,987,Cable / DSL,600.0,2790656-1
197617,883293,ESPARTO UNF,144551,664,Pacific Bell Telephone Company,Fiber,CA,Fiber,313,1000.0,987,Fiber,17658.0,2790664-1
197618,883293,ESPARTO UNF,144551,664,Pacific Bell Telephone Company,Fiber,CA,Fiber,313,1000.0,987,Fiber,17658.0,2790664-2
197624,881591,REDONDO BEACH UNF,143492,1824,LA County Office of Education (LACOE),Fiber,CA,Fiber,317,1000.0,8967,Fiber,37500.0,2795703-1
197786,883410,GRASS VALLEY ELEM,144642,882,Pacific Bell Telephone Company,Fiber,CA,Fiber,310,100.0,1682,Fiber,15202.95,2800339-1
198651,883549,KEPPEL UNION ELEM,144012,2144,"Time Warner Cable Information Services (California), LLC",Fiber,CA,Fiber,314,50.0,2747,Fiber,13824.0,2805761-1
198652,883549,KEPPEL UNION ELEM,144012,2144,LA County Office of Education (LACOE),Fiber,CA,Fiber,314,300.0,2747,Fiber,31596.0,2805778-1
198654,883553,KEYES UNION,144376,805,"Charter Fiberlink CA-CCO, LLC",Fiber,CA,Fiber,312,1000.0,1098,Fiber,9055.44,2806457-1
200485,901774,WALTHAM CCSD 185,136055,29,Illinois Century Network,Fiber,IL,Cable / DSL,3,20.0,231,Other / Uncategorized,2880.0,2803363-1
200820,902037,COMMUNITY SCHOOLS OF FRANKFORT,130196,2311,"ENA Services, LLC",Fiber,IN,Fiber,9,1000.0,3111,Fiber,13440.0,2803809-1
