bigram,count
"('line', 'work')",1
"('line', 'six')",1
"('list', 'schools')",1
"('listed', 'dat')",1
"('listed', 'data')",1
"('load', 'balancing')",1
"('location', 'ben')",1
"('location', '7599')",1
"('located', 'site')",1
"('local', 'voice')",1
"('local', 'service')",1
"('100', 'month')",1
"('llc', 'product')",1
"('listing', '100')",1
"('llc', 'charter')",1
"('llc', 'agree')",1
"('100', 'mrc')",1
"('listing', 'standard')",1
"('listing', 'ineligible')",1
"('listing', '91')",1
"('line', 'requirement')",1
"('line', 'port')",1
"('mo', 'email')",1
"('line', 'dsl')",1
"('license', 'student')",1
"('license', 'sis')",1
"('license', 'messenger')",1
"('library', 'nif')",1
"('100', 'per')",1
"('1000', 'message')",1
"('leyisroel', 'lubavitch')",1
"('1000', 'mobile')",1
"('lee', 'virtual')",1
"('lease', 'payment')",1
"('learning', 'video')",1
"('ld', 'voice')",1
"('ld', 'service')",1
"('lawrence', 'township')",1
"('law', 'item')",1
"('limited', 'partnership')",1
"('line', '10')",1
"('line', '11')",1
"('line', '561')",1
"('line', 'cellular')",1
"('line', '92')",1
"('line', '84')",1
"('line', '8')",1
"('line', '6')",1
"('line', '57')",1
"('line', '51')",1
"('line', '12')",1
"('line', '44')",1
"('line', '40')",1
"('line', '31')",1
"('line', '304')",1
"('line', '21')",1
"('line', '15')",1
"('locations', '16060612')",1
"('locations', 'recipients')",1
"('100', '00')",1
"('longer', 'covered')",1
"('messaging', 'well')",1
"('messaging', 'text')",1
"('messaging', 'portion')",1
"('messaging', 'phn')",1
"('messaging', 'mr1')",1
"('messaging', 'medium')",1
"('messaging', 'justified')",1
"('messaging', 'frn')",1
"('messaging', 'eligible')",1
"('messaging', 'custom')",1
"('messaging', 'basic')",1
"('messaging', '65')",1
"('messaging', '5')",1
"('messaging', '400')",1
"('messaging', '227')",1
"('messenger', 'cloud')",1
"('10', '31')",1
"('10', '308')",1
"('mismatch', 'frn')",1
"('mo', 'data')",1
"('mo', 'agree')",1
"('mo', '548')",1
"('mo', '314')",1
"('mo', '123')",1
"('mitigate', 'requirement')",1
"('mismatch', 'form')",1
"('met', 'requirements')",1
"('mini', 'bid')",1
"('might', 'occur')",1
"('mifi', 'unlimited')",1
"('middlesex', 'regional')",1
"('mi', 'llc')",1
"('met', 'total')",1
"('messaging', '200')",1
"('10', 'agree')",1
"('10', 'gb')",1
"('lte', 'ipads')",1
"('mail', 'tree')",1
"('mail', 'caller')",1
"('made', 'indicating')",1
"('made', 'clear')",1
"('lubavitch', '17003098')",1
"('lte', 'w')",1
"('lte', '14')",1
"('maintenance', 'caller')",1
"('loyal', 'advantage')",1
"('10', 'per')",1
"('low', 'cost')",1
"('lot', '17009989')",1
"('longer', 'requirement')",1
"('longer', 'require')",1
"('main', 'location')",1
"('maintenance', 'technical')",1
"('meet', 'following')",1
"('matches', 'contact')",1
"('medium', 'plan')",1
"('means', 'providing')",1
"('10', 'lines')",1
"('meadows', 'school')",1
"('mci', 'communications')",1
"('mb', 'america')",1
"('match', 'vendor')",1
"('major', 'account')",1
"('match', 'specifications')",1
"('10', 'mo')",1
"('manufactures', 'warranty')",1
"('manufacturer’s', 'brand')",1
"('management', 'license')",1
"('managed', 'internal')",1
"('frn', '17007477')",1
"('frn', '17007419')",1
"('frn', '17006604')",1
"('dated', '9')",1
"('demonstrates', 'rfp')",1
"('demonstrated', 'met')",1
"('demonstrate', 'vendor')",1
"('demonstrate', 'selected')",1
"('demonstrate', 'meet')",1
"('160041565', '160038854')",1
"('demonstrate', 'considered')",1
"('demonstrate', '1')",1
"('160095', 'dr2')",1
"('deluxe', 'press')",1
"('definitive', 'response')",1
"('16032752', 'operational')",1
"('16036780', 'green')",1
"('deduction', 'subsidized')",1
"('de', 'guayanilla')",1
"('demonstrating', 'process')",1
"('demonstrating', 'vendor')",1
"('denied', 'additionally')",1
"('denied', 'pop')",1
"('description', 'cited')",1
"('described', 'rfp')",1
"('describe', 'requested')",1
"('dependent', 'connectivity')",1
"('denied', 'services')",1
"('denied', 'self')",1
"('denied', 'maintenance')",1
"('denied', 'also')",1
"('denied', 'library')",1
"('denied', 'failing')",1
"('160014210', 'fcc')",1
"('denied', 'denied')",1
"('denied', 'contract')",1
"('denied', 'choosing')",1
"('days', 'rules')",1
"('dated', '6')",1
"('criteria', 'met')",1
"('dated', '04')",1
"('data', '50')",1
"('data', '400')",1
"('data', '4')",1
"('data', '25')",1
"('data', '18')",1
"('data', '11')",1
"('data', '1000')",1
"('data', '10')",1
"('dat', 'transmission')",1
"('da', 'amp')",1
"('cwida', 'bus')",1
"('cvin', 'llc')",1
"('croom', 'site')",1
"('croom', 'high')",1
"('criterion', 'evaluation')",1
"('data', '95')",1
"('data', 'amp')",1
"('data', 'cellular')",1
"('datapro', 'ineligible')",1
"('date', 'services')",1
"('date', 'requested')",1
"('date', 'listed')",1
"('date', '9')",1
"('date', '4')",1
"('date', '2')",1
"('datapro', '4gb')",1
"('data', 'device')",1
"('dataconnect', 'mobile')",1
"('data', 'usage')",1
"('data', 'planc')",1
"('data', 'package')",1
"('data', 'internet')",1
"('data', 'health')",1
"('16', 'agree')",1
"('despite', 'service')",1
"('16', '84')",1
"('determine', 'contract')",1
"('documentation', 'mr5')",1
"('151', '68')",1
"('documentation', 'isdn')",1
"('documentation', 'invoice')",1
"('documentation', 'form')",1
"('documentation', 'fcc')",1
"('documentation', 'dr3')",1
"('documentation', 'demonstrates')",1
"('documentation', 'confirm')",1
"('documentation', 'confidentiality')",1
"('documentation', 'cable')",1
"('documentation', '668')",1
"('document', 'three')",1
"('document', 'specifically')",1
"('document', 'required')",1
"('documentation', 'mr6')",1
"('150', 'per')",1
"('documentation', 'pots')",1
"('dollars', 'requested')",1
"('15', 'lines')",1
"('15', 'messaging')",1
"('15', 'mr2')",1
"('dr1', 'following')",1
"('15', 'property')",1
"('dr1', 'course')",1
"('documents', 'must')",1
"('documentation', 'reflect')",1
"('documents', 'applicant')",1
"('documentation', 'switched')",1
"('documentation', 'show')",1
"('documentation', 'rfp')",1
"('documentation', 'remove')",1
"('documentation', 'regarding')",1
"('document', 'requested')",1
"('16', '20')",1
"('doc', 'invoice')",1
"('16', '3')",1
"('digital', 'subscriber')",1
"('different', 'products')",1
"('dids', '251')",1
"('devices', 'cost')",1
"('device', 'ineligible')",1
"('deterred', 'potential')",1
"('determined', 'secondary')",1
"('directly', 'dependent')",1
"('determined', 'ineligible')",1
"('determined', 'competitive')",1
"('determined', 'cellular')",1
"('16', '399')",1
"('16', '490')",1
"('16', '6')",1
"('direct', 'trunk')",1
"('directory', 'information')",1
"('doc', 'frn')",1
"('distance', 'frn')",1
"('dld', '132')",1
"('diversity', 'charge')",1
"('district', 'plans')",1
"('district', 'dr4')",1
"('distance', 'vendor')",1
"('distance', 'pri')",1
"('dish', 'signal')",1
"('directory', 'listing')",1
"('16', '2015')",1
"('16', '2018')",1
"('discount', 'data')",1
"('discount', 'calculation')",1
"('discnt', 'funded')",1
"('disaster', 'recovery')",1
"('criteria', 'worth')",1
"('criteria', 'combined')",1
"('frn', '17005960')",1
"('combined', 'worth')",1
"('complies', 'program')",1
"('compliance', 'request')",1
"('16060612', 'determined')",1
"('16066081', 'greater')",1
"('competitively', 'bid')",1
"('competitive', 'process')",1
"('16068510', 'meet')",1
"('competing', 'vendors')",1
"('comparison', 'lit')",1
"('companion', 'plan')",1
"('community', 'college')",1
"('communications', 'inc')",1
"('communications', 'corp')",1
"('commercially', 'available')",1
"('commercial', 'vendor')",1
"('component', 'accept')",1
"('16060612', 'cost')",1
"('concurrently', 'primary')",1
"('connection', 'frontier')",1
"('connections', 'services')",1
"('connections', 'listed')",1
"('connections', 'funding')",1
"('connections', 'frn')",1
"('connection', 'single')",1
"('connection', 'independent')",1
"('connection', 'charge')",1
"('conduct', 'competitive')",1
"('connection', '100mbps')",1
"('confirm', 'discount')",1
"('confidentiality', 'responses')",1
"('conferencing', 'services')",1
"('conference', 'ineligible')",1
"('conducted', 'mresc')",1
"('comm', 'mresc')",1
"('college', 'appear')",1
"('created', 'fcc')",1
"('collection', '12')",1
"('chok', 'leyisroel')",1
"('choice', 'ii')",1
"('choice', 'flat')",1
"('choice', 'email')",1
"('child', 'status')",1
"('check', 'health')",1
"('check', 'associated')",1
"('charter', 'fiberlink')",1
"('charges', 'voicelocal')",1
"('charges', 'voice')",1
"('charges', 'specifically')",1
"('charges', 'oc')",1
"('charges', 'inside')",1
"('charges', 'ineligible')",1
"('charges', 'email')",1
"('choosing', 'cost')",1
"('christian', 'school')",1
"('circuit', '2')",1
"('clarify', 'potential')",1
"('cme', 'srst')",1
"('cloud', 'application')",1
"('closed', 'entity')",1
"('clear', 'prospective')",1
"('classroom', 'tomorrow')",1
"('clarify', 'requirement')",1
"('clackamas', 'spin')",1
"('circuit', '5')",1
"('city', 'hall')",1
"('cites', 'fcc')",1
"('cited', 'include')",1
"('cited', 'frn')",1
"('circuits', '560')",1
"('circuit', 'totaling')",1
"('connectivity', 'dark')",1
"('consider', 'possible')",1
"('considered', 'evaluated')",1
"('considered', 'potential')",1
"('cost', 'stated')",1
"('cost', 'split')",1
"('cost', 'prior')",1
"('cost', 'pri')",1
"('cost', 'high')",1
"('cost', 'frn’s')",1
"('cost', 'data')",1
"('cost', 'ben')",1
"('cost', 'added')",1
"('cost', '81')",1
"('cost', '60')",1
"('cost', '420')",1
"('cost', '3')",1
"('cost', '2')",1
"('cost', '1699137462')",1
"('cost', 'voice')",1
"('costly', 'competing')",1
"('costly', 'multiple')",1
"('counts', 'associated')",1
"('created', 'contract')",1
"('cox', 'oklahoma')",1
"('covering', 'time')",1
"('covered', 'erate')",1
"('course', 'review')",1
"('county', 'clackamas')",1
"('count', 'voice')",1
"('costs', 'associated')",1
"('count', 'one')",1
"('count', 'entity')",1
"('could', 'additional')",1
"('costs', 'well')",1
"('costs', 'modified')",1
"('costs', 'frn')",1
"('cost', '125')",1
"('corrected', 'service')",1
"('corrected', 'another')",1
"('construction', 'ethernet')",1
"('contained', 'significant')",1
"('contained', 'list')",1
"('construction', 'solutions')",1
"('construction', 'solution')",1
"('construction', 'program')",1
"('construction', 'product')",1
"('construction', 'dr2')",1
"('contract', 'amendment')",1
"('construction', 'charges')",1
"('construction', 'cable')",1
"('construction', 'agree')",1
"('construction', '1699144818')",1
"('construction', '1699144647')",1
"('considered', '”')",1
"('contract', 'adspo13')",1
"('contract', 'expired')",1
"('correct', 'vendor')",1
"('copper', '1')",1
"('correct', 'spin')",1
"('correct', 'service')",1
"('correct', 'monthly')",1
"('corp', 'verizon')",1
"('cordillera', 'centro')",1
"('copper', 'vendor')",1
"('cooperative', 'purchasing')",1
"('contract', 'mr1')",1
"('contractual', 'services')",1
"('contract', 'without')",1
"('contract', 'supporting')",1
"('contract', 'referenced')",1
"('contract', 'products')",1
"('contract', 'name')",1
"('dr1', 'services')",1
"('dr1', 'srvc')",1
"('15', 'days')",1
"('form', '170075477')",1
"('frn', '1699005619')",1
"('frn', '1699005065')",1
"('frn', '1699003289')",1
"('frn', '1699002143')",1
"('frn', '1699001259')",1
"('frn', '16068510')",1
"('four', 'hotspots')",1
"('forwarding', 'inside')",1
"('forwarding', 'ineligible')",1
"('forwarding', 'call')",1
"('forward', 'ineligible')",1
"('forward', 'hunting')",1
"('forward', 'hunt')",1
"('12', 'service')",1
"('123', '24')",1
"('frn', '1699011107')",1
"('frn', '1699015699')",1
"('frn', '1699018769')",1
"('frn', '1699048312')",1
"('frn', '1699074023')",1
"('frn', '1699073859')",1
"('frn', '1699070795')",1
"('frn', '1699062961')",1
"('frn', '1699058593')",1
"('frn', '1699051978')",1
"('frn', '1699045925')",1
"('frn', '1699020540')",1
"('frn', '1699041172')",1
"('frn', '1699034668')",1
"('frn', '1699033836')",1
"('frn', '1699031690')",1
"('frn', '1699024744')",1
"('frn', '1699024259')",1
"('123', '50')",1
"('force', 'fund')",1
"('dr2', 'documentation')",1
"('follows', '“the')",1
"('fiber', 'vendor')",1
"('fiber', 'strands')",1
"('fiber', 'occurred')",1
"('fiber', 'locate')",1
"('fiber', 'listed')",1
"('fiber', 'leased')",1
"('fiber', 'ground')",1
"('fiber', 'ds')",1
"('fiber', 'based')",1
"('fee', 'service')",1
"('fee', 'ineligible')",1
"('fee', '9')",1
"('fee', '49')",1
"('fee', '40')",1
"('fee', '3')",1
"('fiberlink', 'cc')",1
"('13', '028')",1
"('13', '027')",1
"('following', 'contact')",1
"('following', 'technical')",1
"('following', 'service')",1
"('following', 'requirement')",1
"('following', 'ral')",1
"('125', '00')",1
"('following', 'criteria')",1
"('following', 'closed')",1
"('12mb', '2mb')",1
"('flat', 'rate')",1
"('firewall', 'ineligible')",1
"('fire', 'protection')",1
"('filed', 'vendor')",1
"('filed', 'specifically')",1
"('filed', 'funding')",1
"('frn', '1699081623')",1
"('frn', '1699090436')",1
"('frn', '1699091196')",1
"('frn', '1699091260')",1
"('frn', '1699145587')",1
"('1699077557', 'new')",1
"('frn', '1699145585')",1
"('frn', '1699145584')",1
"('frn', '1699145583')",1
"('frn', '1699145582')",1
"('frn', '1699145581')",1
"('frn', '1699145577')",1
"('frn', '1699145576')",1
"('frn', '1699145575')",1
"('frn', '1699145574')",1
"('frn', '1699145573')",1
"('frn', '1699145572')",1
"('frn', '1699145571')",1
"('frn', '1699145570')",1
"('frn', '1699145588')",1
"('frn', '1699145589')",1
"('frn', '1699145590')",1
"('frn', '17002081')",1
"('frn', '17004677')",1
"('frn', '17004435')",1
"('frn', '17003805')",1
"('frn', '17003608')",1
"('frn', '17003187')",1
"('frn', '17002244')",1
"('frn', '17001375')",1
"('frn', '1699145591')",1
"('frn', '17001304')",1
"('frn', '17000596')",1
"('frn', '17000500')",1
"('frn', '17000450')",1
"('frn', '17000090')",1
"('frn', '1699145592')",1
"('frn', '1699145569')",1
"('frn', '1699145568')",1
"('frn', '1699145567')",1
"('frn', '1699108358')",1
"('frn', '1699117409')",1
"('frn', '1699114671')",1
"('frn', '1699112659')",1
"('frn', '1699111337')",1
"('frn', '1699110419')",1
"('frn', '1699109448')",1
"('frn', '1699108351')",1
"('frn', '1699123625')",1
"('frn', '1699105507')",1
"('frn', '1699104380')",1
"('frn', '1699104043')",1
"('frn', '1699101541')",1
"('frn', '1699099809')",1
"('frn', '1699099035')",1
"('frn', '1699122426')",1
"('frn', '1699125717')",1
"('frn', '1699145566')",1
"('frn', '1699144288')",1
"('frn', '1699145562')",1
"('frn', '1699145362')",1
"('frn', '1699144703')",1
"('frn', '1699144555')",1
"('frn', '1699144394')",1
"('frn', '1699144290')",1
"('frn', '1699143934')",1
"('frn', '1699127772')",1
"('frn', '1699138692')",1
"('frn', '1699137812')",1
"('frn', '1699133350')",1
"('frn', '1699133227')",1
"('frn', '1699131018')",1
"('frn', '1699129345')",1
"('fee', '0')",1
"('features', 'voicemail')",1
"('features', 'number')",1
"('entity', '16082457')",1
"('eligible', 'cost')",1
"('eligible', 'amount')",1
"('eligibilty', 'product')",1
"('eligibility', 'voice')",1
"('eligibility', 'special')",1
"('eligibility', 'services')",1
"('eligibility', 'long')",1
"('eligibility', 'internet')",1
"('143032173', 'phone')",1
"('eligibility', 'dr2')",1
"('eligibility', 'discount')",1
"('element', 'device')",1
"('element', 'data')",1
"('elem', 'school')",1
"('electronic', 'classroom')",1
"('143028369', 'hunt')",1
"('eligible', 'nspl')",1
"('143026181', 'mr2')",1
"('enrollment', 'nslp')",1
"('entities', 'seneca')",1
"('entities', 'eligibility')",1
"('entities', 'considered')",1
"('entities', '16032752')",1
"('enterprise', 'trunking')",1
"('ensure', 'fair')",1
"('enhanced', 'services')",1
"('eligible', 'receive')",1
"('enhanced', 'service')",1
"('emergency', 'funding')",1
"('email', 'web')",1
"('email', 'mobile')",1
"('email', '39')",1
"('143025536', 'ec')",1
"('143035853', 'product')",1
"('143036204', 'product')",1
"('143046663', 'agree')",1
"('ds', '3')",1
"('duplicates', 'mr1')",1
"('duplicate', 'frn')",1
"('duplicate', 'dr2')",1
"('due', 'competitive')",1
"('dsl', '1')",1
"('ds1', 'line')",1
"('dream', 'charter')",1
"('15', '200')",1
"('dr4', 'frn')",1
"('dr3', 'program')",1
"('dr3', 'contract')",1
"('dr2', 'provided')",1
"('dr2', 'new')",1
"('dr2', 'funding')",1
"('duplicative', '20')",1
"('duplicative', 'prior')",1
"('effectiveness', 'fcc')",1
"('effective', 'fiber')",1
"('effectiveness', 'bids')",1
"('143048275', 'time')",1
"('146', '35')",1
"('effective', 'offered')",1
"('effective', 'mr1')",1
"('effective', 'means')",1
"('effective', '5')",1
"('e', 'evaluation')",1
"('educational', 'services')",1
"('educational', 'purposes')",1
"('education', 'taxes')",1
"('education', 'primary')",1
"('ecot', 'removed')",1
"('149', '25')",1
"('entity', '16061731')",1
"('entity', '17003688')",1
"('features', 'ds1')",1
"('entity', '17003689')",1
"('failed', 'specifically')",1
"('137', '83')",1
"('138', 'nslp')",1
"('failed', 'produce')",1
"('failed', 'conduct')",1
"('factor', 'vendor')",1
"('factor', 'eligible')",1
"('14', '44')",1
"('facility', 'relocation')",1
"('14', '70')",1
"('extensions', 'beyond')",1
"('extension', 'contract')",1
"('14', 'per')",1
"('expired', '36')",1
"('expiration', 'complies')",1
"('failing', 'demonstrate')",1
"('failover', 'fiber')",1
"('fair', 'competitive')",1
"('13', '98')",1
"('features', '24')",1
"('feature', 'phone')",1
"('feature', 'ph')",1
"('feature', 'package')",1
"('feature', '17')",1
"('13', '35')",1
"('13', 'per')",1
"('0', '04')",1
"('130', '00')",1
"('132', '00')",1
"('fcc', '470')",1
"('fax', 'unlisted')",1
"('family', 'agencies')",1
"('134', '36')",1
"('experience', 'given')",1
"('existed', 'mr1')",1
"('existed', 'dr2')",1
"('entity', 'mr3')",1
"('equivalent', '”')",1
"('equipment', 'support')",1
"('equipment', 'however')",1
"('equipment', '2')",1
"('equally', 'weighted')",1
"('epc', 'therefore')",1
"('entity', 'listed')",1
"('erate', 'funding')",1
"('entity', 'independent')",1
"('entity', 'determined')",1
"('143004441', 'product')",1
"('entity', '17014286')",1
"('entity', '17008711')",1
"('entity', '17008372')",1
"('equivalent”', 'describe')",1
"('error', 'must')",1
"('executed', 'june')",1
"('142', '80')",1
"('excess', 'fiber')",1
"('exceed', 'discount')",1
"('142', '39')",1
"('everything', 'plan')",1
"('every', 'inlt')",1
"('everthg', '5gb')",1
"('evaluation', 'equally')",1
"('143001197', 'verizon')",1
"('evaluated', 'provided')",1
"('143000677', 'verizon')",1
"('ethernet', 'connection')",1
"('ethernet', 'agree')",1
"('ethernet', '8')",1
"('establishing', 'written')",1
"('0', '00')",1
