,trigram,count,phrase_array,category_arrays,evan_ids
1539,"('available', 'e', 'rate')",9,available e rate,['Competitive Bidding Violation - 28 day failure'],"[85, 88, 89, 90, 94]"
1540,"('frn', '16078738', '17004590')",9,frn 16078738 17004590,[],[]
1541,"('associated', 'documents', 'contains')",9,associated documents contains,[],[]
1542,"('however', 'documentation', 'available')",9,however documentation available,['Competitive Bidding Violation - 28 day failure'],"[85, 88, 89, 90, 94]"
1543,"('program', 'rules', 'according')",9,program rules according,[],[]
1544,"('score', 'vendor', 'provided')",9,score vendor provided,['Competitive Bidding Violation'],[16]
1545,"('voice', 'services', 'accordance')",9,voice services accordance,[],[]
1546,"('validate', 'unmatched', 'entity')",9,validate unmatched entity,[],[]
1547,"('vendor', 'documentation', 'supports')",9,vendor documentation supports,['Ineligible Service'],"[49, 53]"
1548,"('17004590', 'meet', 'statutory')",9,17004590 meet statutory,[],[]
1549,"('maintenance', 'operation', 'dark')",9,maintenance operation dark,[],[]
1550,"('time', 'student', 'counts')",9,time student counts,"['Missing required fields on 471', 'Missing documentation needed to determine eligible service']","[123, 164]"
1551,"('long', 'distance', 'services')",9,long distance services,[],[]
1552,"('submit', 'ral', 'corrections')",9,submit ral corrections,"['Ineligible Service', 'Competitive Bidding Violation - price not primary factor']","[61, 64]"
1553,"('28', 'days', 'selecting')",9,28 days selecting,['Competitive Bidding Violation - 28 day failure'],"[85, 88, 89, 90, 94]"
1554,"('2017', '7', '1')",9,2017 7 1,[],[]
1555,"('supports', 'funding', 'request')",9,supports funding request,['Ineligible Service'],"[49, 53]"
1556,"('28', 'days', 'e')",9,28 days e,['Competitive Bidding Violation - 28 day failure'],"[85, 88, 89, 90, 94]"
1557,"('supply', 'documentation', 'support')",9,supply documentation support,"['Missing required fields on 471', 'Missing documentation needed to determine eligible service']","[123, 164]"
1558,"('student', 'counts', 'ben')",9,student counts ben,"['Missing required fields on 471', 'Missing documentation needed to determine eligible service']","[123, 164]"
1559,"('vendor', 'documentation', 'dr2')",9,vendor documentation dr2,[],[]
1560,"('submitting', 'fcc', 'form')",9,submitting fcc form,[],[]
1561,"('vendor', 'documentation', 'clear')",9,vendor documentation clear,[],[]
1562,"('type', 'therefore', 'meet')",9,type therefore meet,"['Competitive Bidding Violation', '470 / 471 Mismatch']","[59, 77, 178]"
1563,"('30', '2017', '7')",9,30 2017 7,[],[]
1564,"('unmatched', 'entity', 'documentation')",9,unmatched entity documentation,[],[]
1565,"('support', 'requested', 'full')",9,support requested full,"['Missing required fields on 471', 'Missing documentation needed to determine eligible service']","[123, 164]"
1566,"('support', 'discount', 'requested')",9,support discount requested,[],[]
1567,"('selection', 'documentation', 'created')",8,selection documentation created,"['Competitive Bidding Violation - price not primary factor', 'Competitive Bidding Violation']","[14, 59]"
1568,"('student', 'counts', 'entity')",8,student counts entity,"['Missing required fields on 471', 'Missing documentation needed to determine eligible service']","[123, 164]"
1569,"('winning', 'service', 'provider')",8,winning service provider,"['Competitive Bidding Violation - price not primary factor', 'Competitive Bidding Violation']","[14, 59]"
1570,"('requested', 'student', 'counts')",8,requested student counts,"['Missing required fields on 471', 'Missing documentation needed to determine eligible service']","[123, 164]"
1571,"('maintenance', 'operation', 'associated')",8,maintenance operation associated,[],[]
1572,"('813', '04', 'per')",8,813 04 per,[],[]
1573,"('selecting', 'winning', 'service')",8,selecting winning service,"['Competitive Bidding Violation - price not primary factor', 'Competitive Bidding Violation']","[14, 59]"
1574,"('issued', 'rfp', 'issued')",8,issued rfp issued,[],[]
1575,"('require', 'applicants', 'consider')",8,require applicants consider,['Competitive Bidding Violation - price not primary factor'],[42]
1576,"('contains', 'service', 'provider’s')",8,contains service provider’s,[],[]
1577,"('deters', 'service', 'providers')",8,deters service providers,[],[]
1578,"('providers', 'submitting', 'bid')",8,providers submitting bid,[],[]
1579,"('10', '16082813', 'starkey')",8,10 16082813 starkey,[],[]
1580,"('cited', 'contains', 'service')",8,cited contains service,[],[]
1581,"('wytheville', 'campus', 'building')",8,wytheville campus building,[],[]
1582,"('documentation', 'provided', 'fiber')",8,documentation provided fiber,[],[]
1583,"('annual', 'amount', '1')",8,annual amount 1,[],[]
1584,"('following', 'items', 'cellular')",8,following items cellular,['Missing documentation needed to determine eligible service'],"[187, 188]"
1585,"('may', 'cost', 'effective')",8,may cost effective,['Competitive Bidding Violation - specified vendor in 470'],[81]
1586,"('station', 'campus', '17006787')",8,station campus 17006787,[],[]
1587,"('2016', '7', '1')",8,2016 7 1,[],[]
1588,"('per', 'month', '789')",8,per month 789,[],[]
1589,"('bidders', 'rfp', 'issued')",8,bidders rfp issued,[],[]
1590,"('3', 'schools', 'provided')",8,3 schools provided,['Missing documentation needed to determine eligible service'],[169]
1591,"('documentation', '3', 'schools')",8,documentation 3 schools,['Missing documentation needed to determine eligible service'],[169]
1592,"('considered', 'selecting', 'winning')",8,considered selecting winning,"['Competitive Bidding Violation - price not primary factor', 'Competitive Bidding Violation']","[14, 59]"
1593,"('fcc', 'rules', 'applicants')",8,fcc rules applicants,[],[]
1594,"('voice', 'local', 'long')",8,voice local long,[],[]
1595,"('024', '98', 'month')",8,024 98 month,[],[]
1596,"('changed', '801', '04')",8,changed 801 04,[],[]
1597,"('bidding', 'process', 'required')",8,bidding process required,['Competitive Bidding Violation - specified vendor in 470'],[81]
1598,"('16082813', 'starkey', 'station')",8,16082813 starkey station,[],[]
1599,"('removed', 'entity', 'profile')",8,removed entity profile,"['Missing required fields on 471', 'Missing documentation needed to determine eligible service']","[123, 164]"
1600,"('dark', 'fiber', 'lease')",8,dark fiber lease,['Competitive Bidding Violation'],[87]
1601,"('dr2', 'per', 'fcc')",8,dr2 per fcc,[],[]
1602,"('submitting', 'bid', 'services')",8,submitting bid services,[],[]
1603,"('ineligible', 'service', '24')",8,ineligible service 24,[],[]
1604,"('requested', 'vendor', 'documentation')",8,requested vendor documentation,['Missing documentation needed to determine eligible service'],[169]
1605,"('bidding', 'violation', 'deters')",8,bidding violation deters,[],[]
1606,"('1', '2016', '7')",8,1 2016 7,[],[]
1607,"('requesting', 'maintenance', 'operation')",8,requesting maintenance operation,[],[]
1608,"('mr1', 'applicant', 'submit')",8,mr1 applicant submit,"['Ineligible Service', 'Competitive Bidding Violation - price not primary factor']","[61, 64]"
1609,"('violation', 'deters', 'service')",8,violation deters service,[],[]
1610,"('services', 'may', 'cost')",8,services may cost,[],[]
1611,"('result', 'requested', 'student')",8,result requested student,"['Missing required fields on 471', 'Missing documentation needed to determine eligible service']","[123, 164]"
1612,"('evaluation', 'period', 'clearly')",8,evaluation period clearly,"['Competitive Bidding Violation - price not primary factor', 'Competitive Bidding Violation']","[14, 59]"
1613,"('includes', 'request', 'services')",8,includes request services,[],[]
1614,"('discount', 'requested', 'dr2')",8,discount requested dr2,[],[]
1615,"('construction', 'accordance', 'program')",8,construction accordance program,[],[]
1616,"('apply', 'e', 'rate')",8,apply e rate,[],[]
1617,"('1', '012', '96')",8,1 012 96,[],[]
1618,"('made', 'available', '28')",8,made available 28,['Competitive Bidding Violation - 28 day failure'],"[85, 88, 89, 90, 94]"
1619,"('789', '04', 'per')",8,789 04 per,[],[]
1620,"('following', 'item', 'cost')",8,following item cost,[],[]
1621,"('dr1', 'according', 'fcc')",8,dr1 according fcc,[],[]
1622,"('16085064', 'wytheville', 'campus')",8,16085064 wytheville campus,[],[]
1623,"('following', 'item', 'eligibility')",8,following item eligibility,['Ineligible Service'],[3]
1624,"('frn', 'modified', '813')",8,frn modified 813,[],[]
1625,"('item', 'eligibility', 'product')",8,item eligibility product,['Ineligible Service'],[3]
1626,"('rules', 'dr2', 'per')",8,rules dr2 per,[],[]
1627,"('service', 'provider’s', 'name')",8,service provider’s name,[],[]
1628,"('according', 'fcc', 'rules')",8,according fcc rules,['Competitive Bidding Violation - specified vendor in 470'],[70]
1629,"('470', 'rfp', 'cited')",8,470 rfp cited,[],[]
1630,"('service', 'providers', 'submitting')",8,service providers submitting,[],[]
1631,"('campus', 'building', '10')",8,campus building 10,[],[]
1632,"('effective', 'interferes', 'fair')",8,effective interferes fair,['Competitive Bidding Violation - specified vendor in 470'],[81]
1633,"('form', '471', 'dark')",8,form 471 dark,[],[]
1634,"('request', 'changed', '801')",8,request changed 801,[],[]
1635,"('hotline', 'oc', '1')",8,hotline oc 1,['Missing documentation needed to determine eligible service'],"[187, 188]"
1636,"('denied', 'mr1', 'establishing')",8,denied mr1 establishing,[],[]
1637,"('period', 'clearly', 'demonstrate')",8,period clearly demonstrate,"['Competitive Bidding Violation - price not primary factor', 'Competitive Bidding Violation']","[14, 59]"
1638,"('services', 'requested', 'vendor')",8,services requested vendor,['Missing documentation needed to determine eligible service'],[169]
1639,"('bid', 'services', 'may')",8,bid services may,[],[]
1640,"('denied', 'dr2', 'program')",8,denied dr2 program,['Competitive Bidding Violation'],"[17, 18, 19, 20, 21, 31]"
1641,"('advise', 'bidders', 'rfp')",8,advise bidders rfp,[],[]
1642,"('rfp', 'cited', 'contains')",8,rfp cited contains,[],[]
1643,"('dr2', 'thirty', 'percent')",8,dr2 thirty percent,[],[]
1644,"('also', 'solicit', 'proposals')",8,also solicit proposals,[],[]
1645,"('accordingly', 'mr1', 'establishing')",8,accordingly mr1 establishing,[],[]
1646,"('documentation', 'services', 'requested')",8,documentation services requested,"['Missing required fields on 471', 'Missing documentation needed to determine eligible service']","[130, 142, 198]"
1647,"('month', '789', '04')",8,month 789 04,[],[]
1648,"('vendor', 'documentation', '3')",8,vendor documentation 3,['Missing documentation needed to determine eligible service'],[169]
1649,"('voice', 'services', 'homework')",8,voice services homework,['Missing documentation needed to determine eligible service'],"[187, 188]"
1650,"('puerto', 'rico', 'department')",8,puerto rico department,[],[]
1651,"('factor', 'considered', 'selecting')",8,factor considered selecting,"['Competitive Bidding Violation - price not primary factor', 'Competitive Bidding Violation']","[14, 59]"
1652,"('counts', 'entity', 'removed')",8,counts entity removed,"['Missing required fields on 471', 'Missing documentation needed to determine eligible service']","[123, 164]"
1653,"('cost', 'effective', 'interferes')",8,cost effective interferes,['Competitive Bidding Violation - specified vendor in 470'],[81]
1654,"('rfp', 'issued', 'rfp')",8,rfp issued rfp,[],[]
1655,"('36', 'per', 'month')",8,36 per month,[],[]
1656,"('modified', '813', '04')",8,modified 813 04,[],[]
1657,"('starkey', 'station', 'campus')",8,starkey station campus,[],[]
1658,"('must', 'also', 'solicit')",8,must also solicit,[],[]
1659,"('campus', '17006787', 'bristol')",8,campus 17006787 bristol,[],[]
1660,"('special', 'construction', 'accordance')",8,special construction accordance,[],[]
1661,"('services', 'homework', 'hotline')",8,services homework hotline,['Missing documentation needed to determine eligible service'],"[187, 188]"
1662,"('interferes', 'fair', 'open')",8,interferes fair open,['Competitive Bidding Violation - specified vendor in 470'],[81]
1663,"('17006787', 'bristol', 'campus')",8,17006787 bristol campus,[],[]
1664,"('isdn', 'pri', '1')",8,isdn pri 1,[],[]
1665,"('failure', 'advise', 'bidders')",8,failure advise bidders,[],[]
1666,"('dr2', 'vendor', 'evaluation')",8,dr2 vendor evaluation,['Competitive Bidding Violation'],"[15, 22, 26, 29]"
1667,"('month', '801', '04')",8,month 801 04,[],[]
1668,"('building', '10', '16082813')",8,building 10 16082813,[],[]
1669,"('rules', 'applicants', 'pursue')",8,rules applicants pursue,[],[]
1670,"('items', 'cellular', 'voice')",8,items cellular voice,['Missing documentation needed to determine eligible service'],"[187, 188]"
1671,"('98', 'month', '1')",8,98 month 1,[],[]
1672,"('entity', 'removed', 'entity')",8,entity removed entity,"['Missing required fields on 471', 'Missing documentation needed to determine eligible service']","[123, 164]"
1673,"('clear', 'requested', 'services')",8,clear requested services,[],[]
1674,"('per', 'month', '801')",8,per month 801,[],[]
1675,"('demonstrated', 'leased', 'dark')",8,demonstrated leased dark,[],[]
1676,"('471', 'certifications', 'mr1')",8,471 certifications mr1,['Missing documentation to determin competitive bidding'],[125]
1677,"('vendor', 'documentation', 'services')",8,vendor documentation services,"['Missing required fields on 471', 'Missing documentation needed to determine eligible service']","[130, 142, 198]"
1678,"('denied', 'accordingly', 'mr1')",8,denied accordingly mr1,[],[]
1679,"('471', 'dark', 'fiber')",8,471 dark fiber,[],[]
1680,"('oc', '1', 'connection')",8,oc 1 connection,['Missing documentation needed to determine eligible service'],"[187, 188]"
1681,"('name', 'competitive', 'bidding')",8,name competitive bidding,[],[]
1682,"('homework', 'hotline', 'oc')",8,homework hotline oc,['Missing documentation needed to determine eligible service'],"[187, 188]"
1683,"('uploaded', 'rfp', 'addendum')",8,uploaded rfp addendum,['Competitive Bidding Violation - 28 day failure'],"[85, 88, 89, 90, 94]"
1684,"('failed', 'demonstrated', 'leased')",8,failed demonstrated leased,[],[]
1685,"('provider’s', 'name', 'competitive')",8,provider’s name competitive,[],[]
1686,"('rico', 'department', 'education')",8,rico department education,[],[]
1687,"('012', '96', 'per')",8,012 96 per,[],[]
1688,"('clearly', 'demonstrate', 'price')",8,clearly demonstrate price,"['Competitive Bidding Violation - price not primary factor', 'Competitive Bidding Violation']","[14, 59]"
1689,"('request', 'wireless', 'data')",8,request wireless data,[],[]
