new_ben_type,postal_cd,ben,name,usac_type,usac_attributes,street_address,city,zip_code,applicant_ben,applicant_name,applicant_usac_type,applicant_usac_attributes,applicant_esh_type,applicant_esh_id
recipient,TX,17012906,Cotulla Early Childhood Learning Center ,School,Head Start;Public School;,204 North Travis Street,Cotulla,TX,141471,COTULLA INDEP SCHOOL DISTRICT,School District,Public School District;,District,969219
recipient,TX,17012980,Roy J Smith Middle School,School,New Construction School;Public School;,6000 Brushy Creek Drive,Killeen,TX,141065,KILLEEN INDEP SCHOOL DISTRICT,School District,Public School District;,District,969564
recipient,TX,17012982,Alice Douse Elementary School,School,New Construction School;Public School;,700 REBECCA LYNN LN,KILLEEN,TX,141065,KILLEEN INDEP SCHOOL DISTRICT,School District,Public School District;,District,969564
recipient,TX,17013015,Trinity Basin Preparatory Arlington Campus,School,New Construction School;Public School;,1111 GIBBINS RD,ARLINGTON,TX,222195,TRINITY BASIN PREPARATORY,School District,Charter School District;Public School District;,School,971464
recipient,TX,17013020,Meadow Creek Tech Magnet Academy,School,New Construction School;Public School;,1129 MEADOWS PKWY,DESOTO,TX,140494,DESOTO INDEP SCHOOL DISTRICT,School District,Public School District;,District,969265
recipient,TX,17013043,New Middle School,School,Public School;,210 West Williams Dr,Burkburnett,TX,140962,BURKBURNETT INDEP SCH DISTRICT,School District,Public School District;,District,969115
recipient,TX,17013110,MANOR NEW TECH MIDDLE SCHOOL,School,Public School;,12116 JOYCE TURNER DRIVE,MANOR,TX,141727,MANOR ISD,School District,Public School District;,District,969672
recipient,TX,17013118,Laughlin Elementary School,School,New Construction School;Public School;,575 Mitchell Blvd,Laughlin AFB ,TX,141770,SAN FELIPE-DEL RIO CISD,School District,Public School District;,District,969982
recipient,TX,17013155,Kallison Ranch Elementary School,School,Public School;,8610 RANCH VW E,SAN ANTONIO,TX,141555,NORTHSIDE INDEP SCHOOL DIST,School District,Public School District;,District,969801
recipient,TX,17013156,John Marshall Harlan High School,School,Public School;,14350 FM 471,San Antonio,TX,141555,NORTHSIDE INDEP SCHOOL DIST,School District,Public School District;,District,969801
recipient,TX,17013157,Northside Child Nutrition Warehouse,School,Public School;,5903 NORTHWEST PKWY,SAN ANTONIO,TX,141555,NORTHSIDE INDEP SCHOOL DIST,School District,Public School District;,District,969801
recipient,TX,17013173,East Central Choice Program,School,Public School;,501 10TH ST,FLORESVILLE,TX,141557,EAST CENTRAL SCHOOL DISTRICT,School District,Public School District;,District,969302
recipient,TX,17013203,BEXAR COUNTY LRN CTR. ,School,Public School;,3621 FARM RD,SAN ANTONIO,TX,141557,EAST CENTRAL SCHOOL DISTRICT,School District,Public School District;,District,969302
recipient,TX,17013212,ES #28,School,Public School;,11902 Madera Run Parkway,Humble,TX,141252,HUMBLE INDEPENDENT SCHOOL DISTRICT,School District,Public School District;,District,969504
recipient,TX,17013213,MS #9,School,Public School;,11810 Madera Run Parkway,Humble,TX,141252,HUMBLE INDEPENDENT SCHOOL DISTRICT,School District,Public School District;,District,969504
recipient,TX,17013216,NIXON-SMILEY ALTERNATIVE CENTER,School,Public School;,102 W HWY 87,SMILEY,TX,141515,LA VERNIA INDEP SCHOOL DIST,School District,Public School District;,District,969593
recipient,TX,17013246,BEXAR CO J J A E P,School,Public School;,1402 N HACKBERRY,SAN ANTONIO,TX,141557,EAST CENTRAL SCHOOL DISTRICT,School District,Public School District;,District,969302
recipient,TX,17013304,Kathleen Joenger Lindsey Elementary,School,New Construction School;Public School;,2431 Joan Collier Trace,Katy,TX,141295,LAMAR CONS INDEP SCHOOL DIST,School District,Public School District;,District,969600
recipient,TX,17013332,ST ANTHONY ELEMENTARY ,School,Public School;,3732 MYRTLE ST,DALLAS,TX,16064475,ST ANTHONY SCHOOL DISTRICT,School District,Charter School District;Public School District;,,
recipient,TX,17013341,Brazos High School,School,Public School;,3005 EDNA AVE,WACO,TX,141139,WACO INDEP SCHOOL DISTRICT,School District,Public School District;,District,970160
recipient,TX,17013402,Weiss High School,School,New Construction School;Public School;,16821 WEISS LN,PFLUGERVILLE,TX,141729,PFLUGERVILLE INDEP SCHOOL DIST,School District,Public School District;,District,969856
recipient,TX,17013405,Mott Elementary,School,New Construction School;Public School;,20101 HODDE LN,PFLUGERVILLE,TX,141729,PFLUGERVILLE INDEP SCHOOL DIST,School District,Public School District;,District,969856
recipient,TX,17013418,Greenspoint Elementary School,School,Public School;,18028 Chisholm Trail,Houston,TX,141224,ALDINE INDEP SCHOOL DISTRICT,School District,Public School District;,District,968974
recipient,TX,17013431,Client Intermediate 10,School,New Construction School;Public School;,8400 West Rayford Rd,Spring,TX,141269,KLEIN ISD,School District,Public School District;,District,969569
recipient,TX,17013434,Lott Detention Center,School,Public School;,200 WILCO WAY,GEORGETOWN,TX,141063,JARRELL INDEP SCHOOL DISTRICT,School District,Public School District;,District,969528
recipient,TX,17013445,Pearson Ranch Middle School,School,New Construction School;Public School;,8901 Pearson Ranch Road,Austin,TX,141736,ROUND ROCK INDEP SCHOOL DIST,School District,Public School District;,District,969955
recipient,TX,17013452,London Middle School,School,Public School;,1306 FM 43,CORPUS CHRISTI,TX,141628,LONDON INDEP SCHOOL DISTRICT,School District,Public School District;,District,969643
recipient,TX,17013463,Pleasanton Elementary School - Grant St. ,School,New Construction School;Public School;,101 Grant Street,Pleasanton,TX,141495,PLEASANTON INDEP SCHOOL DIST,School District,Public School District;,District,969869
recipient,TX,17013546,NEWMAN INTERNATIONAL ACADEMY OF MANSFIELD,School,Charter School;Public School;,1201 SH 360,MANSFIELD,TX,17001300,NEWMAN INTERNATIONAL ACADEMY,School District,Charter School District;Public School District;,OtherLocation,1076326
recipient,TX,17013547,NEWMAN INTERNATIONAL ACADEMY OF GRACE,School,Charter School;Public School;,308 W PARK ROW DRIVE,ARLINGTON,TX,17001300,NEWMAN INTERNATIONAL ACADEMY,School District,Charter School District;Public School District;,OtherLocation,1076326
recipient,TX,17013548,NEWMAN INTERNATIONAL ACADEMY OF FORT WORTH,School,Charter School;Public School;,6801 MEADOWBROOK DR,FORT WORTH,TX,17001300,NEWMAN INTERNATIONAL ACADEMY,School District,Charter School District;Public School District;,OtherLocation,1076326
recipient,TX,17013558,New Elementary School,School,Public School;,"210 3rd St,",Grapeland,TX,140768,GRAPELAND INDEP SCH DISTRICT,School District,Public School District;,District,969424
recipient,TX,17013587,Pecan Trail Intermediate School,School,Public School;,4319 GREENS PRAIRIE TRL,COLLEGE STATION,TX,141408,COLLEGE STATION INDEP SCH DIST,School District,Public School District;,District,968963
recipient,TX,17013624,Saginaw Middle School,School,Public School;,7855 OLD DECATUR RD,SAGINAW,TX,17003241,International Leadership of Texas,School District,Public School District;,OtherLocation,1082694
recipient,TX,17013625,East Fort Worth Middle School,School,Public School;,5901 BOCA RATON BLVD,FORT WORTH,TX,17003241,International Leadership of Texas,School District,Public School District;,OtherLocation,1082694
recipient,TX,17013626,Lancaster Middle School,School,Public School;,1900 W. Pleasant Run Rd,Lancaster,TX,17003241,International Leadership of Texas,School District,Public School District;,OtherLocation,1082694
recipient,TX,17013627,Houston Windmill Lakes Middle School,School,Public School;,9898 WINDMILL LAKES BLVD,HOUSTON,TX,17003241,International Leadership of Texas,School District,Public School District;,OtherLocation,1082694
recipient,TX,17013640,GALVESTON CO JJAEP,School,Public School;,6101 ATTWATER AVE,DICKINSON,TX,141332,DICKINSON INDEP SCHOOL DIST,School District,Public School District;,District,969276
recipient,TX,17013642,Transforming Lives Co-Op,School,Public School;,6101 ATTWATER AVE,DICKINSON,TX,141332,DICKINSON INDEP SCHOOL DIST,School District,Public School District;,District,969276
recipient,TX,17013644,Galveston County Detention,School,Public School;,6101 ATTWATER AVE,DICKINSON,TX,141332,DICKINSON INDEP SCHOOL DIST,School District,Public School District;,District,969276
recipient,TX,17013657,STEAM Middle School,School,Public School;,900 SW HILLSIDE DR,BURLESON,TX,140849,BURLESON INDEP SCHOOL DISTRICT,School District,Public School District;,District,969117
recipient,TX,17013658,Burleson Collegiate High School,School,Public School;,201 S HURST RD STE 100,BURLESON,TX,140849,BURLESON INDEP SCHOOL DISTRICT,School District,Public School District;,District,969117
recipient,TX,17013659,Tarrant County JJAEP,School,Public School;,3131 SANGUINET ST,FORT WORTH,TX,140849,BURLESON INDEP SCHOOL DISTRICT,School District,Public School District;,District,969117
recipient,TX,17013661,Gilbreath-Reed Career and Technical Center,School,New Construction School;Public School;,1005 N George Bush HWY,Garland,TX,140461,GARLAND INDEP SCHOOL DISTRICT,School District,Public School District;,District,969380
recipient,TX,17013665,Grapevine-Colleyville Collegiate Academy at TCC NE,School,Public School;,828 W HARWOOD RD BLDG NMPC,HURST,TX,140860,GRAPEVINE-COLLEYVILLE IND S D,School District,Public School District;,District,969425
recipient,TX,17013666,Grapevine-Colleyville IUNIVERSITY PREP,School,Public School;,3051 IRA E WOODS AVE,GRAPEVINE,TX,140860,GRAPEVINE-COLLEYVILLE IND S D,School District,Public School District;,District,969425
recipient,TX,17013677,Buinger CTE Academy,School,Public School;,1849 E Central Drive,Bedford,TX,140845,HURST-EULESS-BEDFORD SCH DIST,School District,Public School District;,District,969509
recipient,TX,17013701,New School,School,New Construction School;Public School;,3621 Barley Road,Leander,TX,141722,LEANDER INDEPENDENT SCHOOL DISTRICT,School District,Public School District;,District,969612
applicant,TX,17014022,"Montessori for All, Inc.",School District,Charter School District;Public School District;,5100 PECAN BROOK,Austin,TX,17014022,"Montessori for All, Inc.",School District,Charter School District;Public School District;,,
recipient,TX,17014083,MAGNOLIA MONTESSORI FOR ALL,School,Charter School;Public School;,5100 PECAN BROOK DR,AUSTIN,TX,17014022,"Montessori for All, Inc.",School District,Charter School District;Public School District;,,
applicant,UT,17005425,SPECTRUM ACADEMY SCHOOL DISTRICT,School District,Charter School District;Public School District;,575  N CUTLER DR,NORTH SALT LAKE,UT,17005425,SPECTRUM ACADEMY SCHOOL DISTRICT,School District,Charter School District;Public School District;,,
recipient,UT,17012745,MAJESTIC FIELDS ELEMENTARY SCHOOL,School,New Construction School;Public School;,675 E. Majestic Drive,Washington,UT,142887,WASHINGTON COUNTY SCHOOL DISTRICT,School District,Public School District;,District,972242
recipient,UT,17012758,WATER CANYON HIGH SCHOOL,School,Public School;,880 N. Carling St,Hildale,UT,142887,WASHINGTON COUNTY SCHOOL DISTRICT,School District,Public School District;,District,972242
recipient,UT,17013098,SPECTRUM ACADEMY - CREATE CAMPUS,School,Public School;,35 N REDWOOD RD,NORTH SALT LAKE,UT,17005425,SPECTRUM ACADEMY SCHOOL DISTRICT,School District,Charter School District;Public School District;,,
recipient,UT,17013350,WEBER INNOVATION CENTER,School,Public School;,1007 W 1200 S,OGDEN,UT,142844,WEBER SCHOOL DISTRICT,School District,Public School District;,District,972244
recipient,VA,24948,THE ACADEMY VIRGINIA RANDOLPH,School,Public School;,2204 MOUNTAIN RD,GLEN ALLEN,VA,126514,HENRICO COUNTY SCHOOL DISTRICT,School District,Public School District;,District,975565
recipient,VA,231246,SECEP,School,Public School;,861 GLEN ROCK RD,NORFOLK,VA,197129,NORFOLK PUBLIC SCHOOL DISTRICT,School District,Public School District;,District,975604
applicant,VA,17012139,CodeRVA High School,School,New Construction School;Public School;,2938 RIVER RD W # I,GOOCHLAND,VA,17012139,CodeRVA High School,School,New Construction School;Public School;,,
applicant,VT,17003072,White River Valley Supervisory Union,School District,Public School District;,461 Waterman Road,Royalton,VT,17003072,White River Valley Supervisory Union,School District,Public School District;,,
recipient,VT,17011954,ACE,School,Public School;,21 PARK ST,ESSEX JUNCTION,VT,17012548,Essex Westford Educational Community Unified Union School District,School District,Public School District;,,
applicant,VT,17012548,Essex Westford Educational Community Unified Union School District,School District,Public School District;,51 Park Street,Essex Junction,VT,17012548,Essex Westford Educational Community Unified Union School District,School District,Public School District;,,
applicant,VT,17012902,Lamoille North Modified Unified Union School District,School District,Public School District;,95 Cricket Hill rd,Hyde Park,VT,17012902,Lamoille North Modified Unified Union School District,School District,Public School District;,,
recipient,VT,17013509,RMSRHS ALLEN STREET CAMPUS,School,Public School;,101 ALLEN STREET,RUTLAND,VT,122090,RUTLAND CITY SUPER SCH DIST 40,School District,Public School District;,District,980698
recipient,VT,17013510,RHS HOWE CAMPUS,School,Public School;,1 SCALE AVENUE SUITE 43,RUTLAND,VT,122090,RUTLAND CITY SUPER SCH DIST 40,School District,Public School District;,District,980698
applicant,VT,17014185,RUTLAND COUNTY  HEADSTART,School District,Public School District;,78 MEADOW ST,RUTLAND,VT,17014185,RUTLAND COUNTY  HEADSTART,School District,Public School District;,,
recipient,VT,17014252,RUTLAND COUNTY HEADSTART,School,Public School;,78 MEADOW ST,RUTLAND,VT,17014185,RUTLAND COUNTY  HEADSTART,School District,Public School District;,,
recipient,WA,224012,MARY WALKER ALT. HIGH SCHOOL,School,Public School;,PO BOX 159,SPRINGDALE,WA,145498,MARY WALKER SCHOOL DIST 207,School District,Public School District;,District,983117
recipient,WA,17004545,Brewster Middle School,School,New Construction School;Public School;,510 7th Street,Brewster,WA,145383,BREWSTER SCHOOL DISTRICT 111,School District,Public School District;,District,982980
recipient,WA,17012023,Columbia River Gorge Elementary School,School,New Construction School;Public School;,35300 SE EVERGREEN BLVD,Washougal,WA,145371,WASHOUGAL SCHOOL DIST 112-6,School District,Public School District;,District,983294
recipient,WA,17012664,Stevens Creek Elementary School,School,New Construction School;Public School;,9317 29th Street NE,Lake Stevens,WA,145225,LAKE STEVENS SCHOOL DISTRICT 4,School District,Public School District;,District,983098
recipient,WA,17012746,Riverbend Elementary,School,New Construction School;Public School;,17720 E MISSION AVE,SPOKANE VALLEY,WA,145441,CENTRAL VALLEY SCH DIST 356,School District,Public School District;,District,982997
recipient,WA,17012813,HOME CHOICE ACADEMY,School,Public School;,13501 NE 28th Street ,Vancouver,WA,145369,EVERGREEN SCHOOL DISTRICT,School District,Public School District;,District,983049
recipient,WA,17012814,Barker Creek Learning Center,School,Public School;,1400 NE McWilliams Rd.,Bremerton,WA,145274,CENTRAL KITSAP SCHOOL DISTRICT 401,School District,Public School District;,District,982996
recipient,WA,17013003,Ocean Beach Alternative School,School,Public School;,500 WASHINGTON AVE S,LONG BEACH,WA,145356,OCEAN BEACH SCHOOL DIST 101,School District,Public School District;,District,983164
recipient,WA,17013004,"School of Industrial Design, Engineering, and Art (iDEA)",School,Public School;,6701 S PARK AVE,TACOMA,WA,145279,TACOMA SCHOOL DISTRICT 10,School District,Public School District;,District,983262
recipient,WA,17013094, Parent Partnership Program,School,Public School;,525 13TH ST,SNOHOMISH,WA,145243,SNOHOMISH SCHOOL DISTRICT 201,School District,Public School District;,District,983236
recipient,WI,16046954,ROY CHAPMAN ANDREWS ACADEMY,School,Public School;,"1701 RIVERSIDE DR, 26 ECLIPSE CENTER",BELOIT,WI,132923,BELOIT SCHOOL DISTRICT,School District,Charter School District;Public School District;,District,983745
recipient,WI,16046973,GEORGE WARRINER HIGH SCHOOL,School,Charter School;Public School;,721 N. 6TH STREET,SHEBOYGAN,WI,132785,SHEBOYGAN AREA SCHOOL DISTRICT,School District,Public School District;,District,984183
recipient,WI,17009347,Johnson Creek New MS/HS,School,Public School;,County Hwy B,Johnson Creek,WI,132745,JOHNSON CREEK SCHOOL DISTRICT,School District,Public School District;,District,983969
recipient,WI,17011503,Beloit Virtual School,School,Public School;,1633 Keeler Ave.,Beloit,WI,132923,BELOIT SCHOOL DISTRICT,School District,Charter School District;Public School District;,District,983745
recipient,WI,17011637,LITTLE PRAIRIE,School,New Construction School;Public School;,3079 Townline Rd,EAST TROY,WI,132813,EAST TROY COMM SCHOOL DISTRICT,School District,Public School District;,District,983871
recipient,WI,17011691,WILLIAMS BAY MIDDLE SCHOOL,School,Public School;,500 W GENEVA ST,WILLIAMS BAY,WI,132879,WILLIAMS BAY SCHOOL DISTRICT,School District,Public School District;,District,984298
recipient,WI,17011799,BIRCHWOOD BLUE HILLS CHARTER ,School,Charter School;Public School;,300 S. Wilson St. ,Birchwood,WI,133412,BIRCHWOOD SCHOOL DISTRICT,School District,Charter School District;Public School District;,District,983749
applicant,WI,17012528,Next Door Foundation ,School,Charter School;Public School;,2545 N 29TH ST,MILWAUKEE,WI,17012528,Next Door Foundation ,School,Charter School;Public School;,,
recipient,WI,17012731,CARE,School,Charter School;Public School;,2000 Polk Street,Stevens Point,WI,133245,STEVENS POINT AREA SCHOOL DISTRICT,School District,Public School District;,District,984210
recipient,WI,17012738,ELLSWORTH ELEMENTARY SCHOOL,School,New Construction School;Public School;,300 HILLCREST ST,ELLSWORTH,WI,133106,ELLSWORTH COMM SCHOOL DISTRICT,School District,Public School District;,District,983888
recipient,WI,17013253,CORE KNOWLEDGE CHARTER SCHOOL,School,Charter School;Public School;,740 N MAIN ST,VERONA,WI,133007,VERONA AREA SCHOOL DISTRICT,School District,Charter School District;Public School District;,District,984240
recipient,WI,17013263,NEW CENTURY CHARTER SCHOOL,School,Charter School;Public School;,401 W VERONA AVE,VERONA,WI,133007,VERONA AREA SCHOOL DISTRICT,School District,Charter School District;Public School District;,District,984240
recipient,WI,17013279,EXPLORATION ACADEMY,School,Charter School;Public School;,400 N MAIN ST,VERONA,WI,133007,VERONA AREA SCHOOL DISTRICT,School District,Charter School District;Public School District;,District,984240
recipient,WI,17013280,VERONA AREA INTERNATIONAL SCHOOL,School,Charter School;Public School;,5830 DEVORO RD,FITCHBURG,WI,133007,VERONA AREA SCHOOL DISTRICT,School District,Charter School District;Public School District;,District,984240
recipient,WI,17013399,ALLIANCE CHARTER SCHOOL,School,Charter School;Public School;,215 E FOREST AVE,NEENAH,WI,133484,NEENAH JOINT SCHOOL DISTRICT,School District,Public School District;,District,984064
applicant,WI,17013981,"Pathways High, Inc.",School,Charter School;Public School;,336 W. Walnut Street,Milwaukee,WI,17013981,"Pathways High, Inc.",School,Charter School;Public School;,,
recipient,WV,17013562,West Preston School,School,Public School;,113 Eby School Rd,Arthurdale,WV,126776,PRESTON COUNTY SCHOOL DISTRICT,School District,Public School District;,District,983850
recipient,WY,17012869,Wind River Learning Academy,School,Public School;,223 N. Cherry St.,Pavillion,WY,142518,FREMONT CO SCHOOL DISTRICT 06,School District,Public School District;,District,984873
